hdyad,hawkid,hterm,htechint,hcond,hprocadd,hage,hsex,hengspeak,hethnic,hyearosu,hyearsus,hkeyexp,hxboxexp,hhogan,hboredom,hsdesirability,shogan,sboredom,ssdesirability,hpanavigation1,hpaenjoyment1,hpauneasiness1,hpafrustration1,hpadistractedguilt1,hpagoodacc1,hpabadacc1,hpagood1,hpabad1,hpanavigation2,hpaenjoyment2,hpauneasiness2,hpafrustration2,hpadistractedguilt2,hpagoodacc2,hpabadacc2,hpagood2,hpabad2,hpaaverageacc1,hpaaverageacc2,hpaaverage1,hpaaverage2,hpagoodacc,hpabadacc,hpaaverageacc,hpagood,hpabad,hpaaverage,hpanavigation,hpaenjoyment,hpauneasiness,hpafrustration,hpadistractedguilt,spaovercome1,spaoverwhelm1,sparoleful1,spastruggle1,spacomm1,spagoodacc1,spabadacc1,spagood1,spabad1,spaovercome2,spaoverwhelm2,sparoleful2,spastruggle2,spacomm2,spagoodacc2,spabadacc2,spagood2,spabad2,spaaverageacc1,spaaverageacc2,spaaverage1,spaaverage2,spagoodacc,spabadacc,spaaverageacc,spagood,spabad,spaaverage,spaovercome,hpa1comp,rapcomp1,hpa2comp,rapcomp2,speechave1,speechave2,outcome1,outcome2,spersonality,speechave4,speechave3,outcomeave,speechave,hpacompave,rapcompave
31,61,2,1,0,3,18,1,1,3,1,18,4,4,51,19,22,-1.128889529,21,10,-1.754,-0.757,1.097,0.276,0.059,-1.203,0.953,-1.307,1.022,0.728,0.319,-0.552,1.067,0.605,0.56,-0.301,0.643,-0.131,-1.078,0.4305,-1.1645,0.387,-0.3215,0.326,-0.32375,-0.332,0.4455,-0.38875,-0.513,-0.219,0.2725,0.6715,0.332,-0.629,0.372,-1.23,-0.132,0.803,-0.784,0.21,-0.783,0.319,-1.296,0.123,-2.906,0.513,0.424,-1.613,0.173,-1.691,0.364,-0.497,-0.893,-0.551,-1.0275,-1.1985,0.1915,-0.695,-1.237,0.3415,-0.78925,-0.9625,-23.52365396,-17.90606041,4.348695595,-8.382051905,-2.065613488,-2.030240528,-41.42971437,-4.03335631,-2.109858654,-2.189761764,-1.625692429,-22.73153534,-2.047927008,-9.587479182,-13.14405616
32,63,2,1,0,3,28,0,1,3,5,28,5,3,41,9,9,-0.467269292,12,19,0.537,0.83,0.897,-0.747,-0.181,0.518,0.161,0.579,-0.011,0.07,0.156,-0.79,-0.282,-0.248,-0.152,-0.689,-0.024,-0.6,0.1785,0.2685,0.295,0.288,0.183,-0.264,0.2235,0.2775,-0.3055,0.2915,0.3035,0.493,0.0535,-0.5145,-0.2145,-0.505,-0.492,0.215,-1.101,-0.235,-0.392,-0.762,-0.384,-0.575,-1.585,-0.265,-0.057,-0.329,-0.063,-1.198,-0.394,-1.088,-0.122,0.185,-0.402,0.0955,-0.483,-0.795,-0.578,-0.1085,-0.736,-0.3485,-0.19375,-1.045,9.346916245,18.7860115,9.335594807,9.759709185,-0.39734813,-0.223398816,28.13292774,19.09530399,-1.448238417,-0.122930595,-0.251277103,23.61411587,-0.310373473,9.341255526,14.27286034
33,65,2,1,0,3,18,1,1,3,1,18,5,3,49,7,14,-1.128889529,13,16,-0.495,-0.064,-0.116,-0.406,1.532,-0.239,0.153,-0.231,0.081,-1.333,-1.198,-0.505,-0.676,1.772,-1.324,0.036,-1.319,-0.116,-0.196,-0.68,-0.156,-0.6015,-0.7815,0.0945,-0.438,-0.775,-0.0175,-0.37875,-0.914,-0.631,-0.3105,-0.541,1.652,0.178,-0.855,-0.103,-1.101,-0.589,-0.085,-0.98,0.026,-0.793,0.104,-0.855,-0.063,-1.101,-0.79,-0.203,-0.98,-0.231,-0.965,0.4475,0.3885,0.4095,0.367,-0.144,-0.98,0.418,-0.1025,-0.879,0.38825,0.141,-4.24320219,-26.59370498,-14.49069401,-28.98089369,0.538077512,-0.17936693,-30.83690717,-43.47158769,-2.109858654,0.493594418,1.232980968,-37.15424743,0.179355291,-9.366948098,-27.78729933
34,67,2,1,0,4,18,1,1,3,1,18,5,2,34,7,16,0.194350945,8,13,0.232,1.149,-0.966,-1.122,-0.488,0.674,-0.956,0.65,-0.927,0.503,1.149,-1.075,-0.622,0.298,0.76,-0.96,0.871,-0.93,0.815,0.86,0.7885,0.9005,0.717,-0.958,0.8375,0.7605,-0.9285,0.8445,0.3675,1.149,-1.0205,-0.872,-0.095,-0.796,0.983,-0.255,-0.112,0.183,-0.647,0.501,-0.62,0.606,-1.677,1.724,-0.487,0.191,-0.121,-1.266,1.118,-1.284,1.228,-0.574,-1.192,-0.613,-1.256,-0.9565,0.8095,-0.883,-0.952,0.917,-0.9345,-1.2365,23.17266145,25.16957061,20.7205223,21.98163754,0.848766442,0.740495526,48.34223207,42.70215984,2.049057751,0.024413075,0.689697348,45.52219595,0.794630984,21.94659188,23.57560408
35,69,2,1,0,4,21,1,1,3,3,21,5,4,36,11,16,0.028945885,18,25,-0.837,0.611,-0.392,-0.747,-0.421,0.031,-0.387,-0.1,-0.659,-0.808,0.485,-1.174,0.307,-0.115,-0.063,-0.502,0.032,-0.233,0.209,0.2195,0.2795,0.1325,-0.016,-0.4445,0.21425,-0.034,-0.446,0.206,-0.8225,0.548,-0.783,-0.22,-0.268,-0.302,-0.487,-0.955,-0.755,-0.533,-0.499,-0.492,-0.57,-0.641,-0.499,-0.492,-1.038,0.537,0.272,-0.598,-0.108,-0.627,0.002,-0.0035,-0.245,0.0355,-0.3145,-0.5485,-0.3,-0.12425,-0.5985,-0.3195,-0.1395,-0.4005,7.633668043,9.650570798,4.954096177,-0.383245422,1.1573508,1.171460746,17.28423884,4.570850754,0.668363007,1.308683231,1.862020427,10.9275448,1.164405773,6.29388211,4.633662688
36,71,2,1,0,5,20,0,1,3,1,20,5,5,30,12,18,1.021376241,2,20,0.762,-0.201,0.097,-0.926,0.298,0.164,-0.319,0.108,-0.39,-0.743,-1.649,0.372,-0.606,0.538,-1.358,-0.079,-1.301,0.01,0.2415,-0.6395,0.249,-0.6555,-0.597,-0.199,-0.199,-0.5965,-0.19,-0.20325,0.0095,-0.925,0.2345,-0.766,0.418,0.073,0.242,-0.253,-1.101,0.175,-0.042,-0.159,-0.039,-0.221,-0.303,-0.11,-0.637,0.537,-0.111,-0.42,0.121,-0.419,0.059,0.0585,-0.2705,0.091,-0.239,-0.231,-0.019,-0.106,-0.229,-0.081,-0.074,-0.115,7.498623023,3.651482586,-16.26336628,-15.91180048,0.349572911,0.35475191,11.15010561,-32.17516675,1.05314852,-0.501164593,-0.959974223,-10.51253057,0.352162411,-4.382371627,-6.130158946
37,73,2,1,0,5,18,1,0,6,1,18,5,2,40,6,13,0.028945885,3,15.46875,-0.789,-0.647,-0.483,-0.298,0.605,-0.677,-0.113,-0.681,-0.184,-1.991,-1.07,-0.122,0.416,0.301,-1.585,0.451,-1.566,0.56,-0.282,-1.018,-0.2485,-1.063,-1.131,0.169,-0.65,-1.1235,0.188,-0.65575,-1.39,-0.8585,-0.3025,0.059,0.453,0.455,1.475,0.447,0.537,0.461,0.404,1.236,0.49,1.096,-1.587,2.738,-0.792,0.903,-0.035,-1.316,2.103,-1.342,1.964,-0.416,-1.7095,-0.303,-1.653,-0.456,1.6695,-1.06275,-0.426,1.53,-0.978,-0.566,-5.76624535,0.715107188,-21.61452684,-19.182635,0.364382662,0.535310171,-5.051138162,-40.79716184,1.073459569,0.250127689,-0.062104411,-22.92415,0.449846416,-13.69038609,-9.233763906
38,75,2,1,0,5,27,0,0,5,3,25,5,2,35,12,20,-0.467269292,8,11,0.762,0.263,-1.174,-1.087,0.365,0.396,-1.081,0.442,-1.132,0.861,0.51,-1.174,-0.907,0.605,0.619,-1.081,0.707,-1.132,0.7385,0.85,0.787,0.9195,0.5075,-1.081,0.79425,0.5745,-1.132,0.85325,0.8115,0.3865,-1.174,-0.997,0.485,0.18,0.127,-0.061,-0.455,-0.016,0.117,0.047,0.088,-0.097,0.259,-0.353,0.407,-0.325,0.091,0.279,-0.202,0.277,-0.346,0.035,0.2405,0.0925,0.3115,0.198,-0.0775,0.13775,0.1825,-0.2215,0.202,0.2195,19.1034053,12.07079304,19.82196073,15.24166943,0.162805396,0.390547733,31.17419833,35.06363016,0.37469611,0.616444203,1.426942072,33.11891425,0.276676565,19.46268301,13.65623124
39,77,2,0,0,4,20,1,1,3,2,20,4,2,39,8,13,1.021376241,6,15,-0.225,-0.365,0.317,-0.785,-0.181,-0.362,-0.187,-0.437,-0.198,0.4,-0.642,-0.157,-0.818,-0.181,-0.187,-0.417,-0.109,-0.589,-0.0875,0.115,-0.1195,0.24,-0.2745,-0.302,0.01375,-0.273,-0.3935,0.06025,0.0875,-0.5035,0.08,-0.8015,-0.181,0.662,-0.742,0.599,-1.101,-0.084,0.656,-0.912,0.658,-0.811,-0.706,-0.39,-1.507,0.344,-0.412,-0.919,-0.267,-1.056,-0.081,0.784,-0.326,0.7345,-0.4875,-0.1315,-0.5895,0.229,-0.199,-0.446,0.1235,-0.022,-0.14933655,6.375392699,5.012074026,-4.15203158,-0.660263595,-0.6916067,6.226056149,0.860042445,0.648051959,0.070644636,-0.802214744,3.543049297,-0.675935147,2.431368738,1.111680559
40,79,2,0,0,4,20,1,1,3,3,20,5,2,37,14,23,0.855971181,3,26,-0.763,-0.348,-0.168,-0.335,-1.035,-0.618,-0.349,-0.804,-0.36,-0.91,-0.619,-0.187,0.381,-0.728,-0.773,0.065,-0.86,0.053,-0.1345,-0.419,-0.222,-0.4565,-0.6955,-0.142,-0.27675,-0.832,-0.1535,-0.33925,-0.8365,-0.4835,-0.1775,0.023,-0.8815,0.92,-0.363,0.831,-0.389,-0.265,1.005,-0.39,1.008,-0.457,0.966,-0.629,0.639,0.191,-0.919,0.983,-0.457,0.921,-0.528,0.6975,0.72,0.7325,0.7245,0.994,-0.4235,0.70875,0.9645,-0.4925,0.7285,0.943,-0.508823936,2.052130395,-7.453131997,-10.91523021,-0.576582928,-1.219735131,1.543306459,-18.3683622,0.68519518,0.485585367,-1.194691367,-8.412527872,-0.898159029,-3.980977966,-4.431549906
41,81,2,1,0,5,22,1,0,4,4,4,5,2,39,9,23,0.359756004,4,15,0.005,0.622,-0.787,-0.75,-0.181,0.362,-0.37,0.398,-0.361,0.508,-0.431,-0.757,-0.513,0.845,-0.028,-0.607,0.014,-0.497,0.366,0.2895,0.3795,0.2555,0.167,-0.4885,0.32775,0.206,-0.429,0.3175,0.2565,0.0955,-0.772,-0.6315,0.332,-0.234,-0.715,0.129,-0.196,0.257,-0.163,-0.543,-0.236,-0.524,-0.333,-0.602,-0.103,-0.196,-0.03,-0.361,-0.312,-0.231,-0.284,0.19,-0.0245,0.144,0.0265,-0.262,-0.4275,0.08275,-0.2335,-0.404,0.08525,-0.2835,14.00764133,17.51651729,5.792620284,-9.579821716,-0.062432852,-0.283106911,31.52415862,-3.787201432,0.796624845,0.647400631,0.13338059,13.8684786,-0.172769882,9.900130807,3.968347789
42,83,2,1,0,5,20,0,1,5,3,20,5,5,38,11,18,-1.128889529,14,15,0.5,-0.344,0.675,-0.318,0.298,0.061,0.091,0.123,0.18,0.521,-0.733,0.228,0.544,-0.008,-0.065,0.161,0.034,0.43,-0.015,-0.113,-0.0285,-0.198,-0.002,0.126,-0.064,0.0785,0.305,-0.11325,0.5105,-0.5385,0.4515,0.113,0.145,-0.293,0.876,-1.038,0.104,0.032,-0.588,0.583,-0.554,0.521,-0.08,0.401,-0.803,0.104,0.032,-0.303,0.298,-0.283,0.236,-0.5855,-0.3005,-0.5375,-0.2595,-0.4455,0.4405,-0.443,-0.4185,0.3785,-0.3985,-0.1865,-1.245678715,3.623930698,-4.830294726,-12.83412057,-0.529465311,-1.076903206,2.378251983,-17.66441529,-0.894568969,0.412427744,0.677814231,-7.643081655,-0.803184259,-3.03798672,-4.605094934
43,85,2,1,0,5,18,1,1,3,1,18,5,3,35,5,19,0.855971181,11,15,-0.226,0.418,-0.453,-0.602,-0.728,0.137,-0.328,0.081,-0.399,-0.281,-0.82,-0.168,0.042,-0.555,-0.613,0.01,-0.61,-0.082,0.2325,-0.3115,0.24,-0.264,-0.238,-0.159,-0.0395,-0.2645,-0.2405,-0.012,-0.2535,-0.201,-0.3105,-0.28,-0.6415,-0.03,-0.061,0.831,1.481,1.173,0.447,0.597,0.357,0.458,-0.493,0.319,0.831,1.375,0.931,0.067,0.712,-0.09,0.74,-0.075,-0.3225,-0.0505,-0.415,0.257,0.6545,-0.19875,0.1335,0.599,-0.23275,-0.2615,10.52677437,11.01801291,-3.889825411,-10.12579353,0.380345024,-0.451050428,21.54478728,-14.01561894,-0.327546224,0.114275002,0.116176612,3.764584168,-0.035352702,3.318474479,0.446109689
44,87,2,1,0,5,18,1,1,3,1,18,5,3,36,10,21,0.690566122,6,18,-0.088,-0.312,-0.326,-0.603,-0.728,-0.263,-0.336,-0.264,-0.507,-0.495,-0.224,-0.71,0.707,-0.488,-0.368,-0.249,-0.388,-0.16,0.0365,-0.0595,0.1215,-0.114,-0.3155,-0.2925,-0.0115,-0.326,-0.3335,0.00375,-0.2915,-0.268,-0.518,0.052,-0.608,0.103,-0.112,0.131,0.084,0.367,0.079,0.066,0.043,0.008,-0.401,-0.125,0.089,0.277,0.135,-0.36,0.035,-0.23,0.058,0.0065,-0.1975,0.0175,-0.144,-0.1405,0.0505,-0.0955,-0.0935,0.033,-0.06325,-0.149,5.601458374,6.44314548,-1.525571158,4.701998926,0.638580386,0.889942197,12.04460385,3.176427769,0.519790121,-0.03164329,-0.347227602,7.610515811,0.764261291,2.037943608,5.572572203
45,89,2,1,0,5,19,1,1,3,3,19,5,3,46,8,15,1.021376241,7,14,0.43,-0.567,-0.136,-0.424,-0.248,-0.184,-0.458,-0.173,-0.45,0.172,-0.303,-0.502,-0.082,-0.008,-0.132,-0.499,-0.232,-0.59,0.137,0.1835,0.1385,0.179,-0.158,-0.4785,0.16025,-0.2025,-0.52,0.15875,0.301,-0.435,-0.319,-0.253,-0.128,0.249,-0.839,0.447,1.481,0.211,0.487,-0.195,0.584,-0.181,0.651,-0.122,0.831,1.847,0.675,0.934,0.508,0.925,0.445,0.341,0.213,0.3825,0.24,0.7105,0.1565,0.277,0.7545,0.132,0.31125,0.45,3.690214905,2.84118369,3.765952435,-5.306948065,0.075297491,-0.374232632,6.531398595,-1.54099563,1.660793362,1.513653382,1.123279743,2.495201482,-0.14946757,3.72808367,-1.232882188
46,91,2,0,0,5,20,1,1,3,3,20,5,2,42,3,18,-0.632674351,12,18,0.96,0.642,0.709,0.598,0.37,0.784,0.421,0.779,0.49,0.728,0.131,0.399,0.775,0.985,0.466,0.565,0.596,0.835,0.1815,-0.0495,0.1445,-0.1195,0.625,0.493,0.066,0.6875,0.6625,0.0125,0.844,0.3865,0.554,0.6865,0.6775,0.253,0.01,0.367,-0.735,0.23,0.275,-0.107,0.272,-0.251,0.102,0.226,0.599,0.73,-0.163,0.179,0.463,0.101,0.319,0.191,-0.142,0.2615,-0.109,0.227,0.178,0.0245,0.1865,0.034,0.07625,0.1775,3.635271975,,-2.604574708,-13.24966222,-0.108202054,-0.244872159,,-15.85423693,-1.411095195,-0.119320071,-0.160283833,-15.85423693,-0.176537107,0.515348634,-13.24966222
47,93,2,1,0,5,18,1,1,3,2,18,5,3,27,11,18,-1.128889529,3,23,0.96,1.138,-0.634,-0.427,-0.181,1.032,-0.578,1.131,-0.589,0.549,0.904,-0.9,-0.173,-0.421,0.71,-0.451,0.692,-0.522,0.805,0.5805,0.86,0.607,0.871,-0.5145,0.69275,0.9115,-0.5555,0.7335,0.7545,1.021,-0.767,-0.3,-0.301,0.703,-0.969,0.599,-1.101,0.096,0.646,-0.885,0.708,-0.861,0.858,-0.969,0.599,-0.928,0.131,0.708,-0.833,0.722,-0.809,0.7655,0.7705,0.7845,0.7655,0.677,-0.859,0.768,0.715,-0.835,0.775,0.7805,21.5775108,9.502827056,18.65212351,-6.321131994,0.660085949,0.142899441,31.08033785,12.33099151,0.523268996,-0.302918588,0.043199564,21.70566468,0.401492695,20.11481715,1.590847531
48,95,2,1,0,5,19,1,1,3,2,19,5,2,33,8,6,0.855971181,5,22,0.128,0.492,-0.184,-0.818,-0.728,0.293,-0.433,0.269,-0.706,-0.745,-0.34,-0.679,0.615,-1.035,-0.552,-0.284,-0.539,-0.095,0.363,-0.134,0.4875,-0.222,-0.1295,-0.3585,0.1145,-0.135,-0.4005,0.13275,-0.3085,0.076,-0.4315,-0.1015,-0.8815,0.725,-0.605,0.639,-0.002,-0.696,0.717,-0.419,0.61,-0.486,-0.813,0.508,-1.11,0.73,-0.21,-1.031,0.469,-1.07,0.574,0.568,-0.75,0.548,-0.822,-0.157,0.025,-0.091,-0.23,0.044,-0.137,-0.044,12.93206091,-1.405690169,-2.034827989,-17.16116154,0.393717495,-0.117217715,11.52637074,-19.19598953,-0.124997943,-0.227156187,-0.07396312,-3.834809396,0.13824989,5.448616458,-9.283425855
49,97,2,1,0,5,18,1,1,3,1,18,5,4,35,7,13,0.194350945,6,16,0.581,0.594,1.077,0.67,0.301,0.674,0.733,0.53,0.621,0.021,-0.23,1.022,0.956,1.463,-0.068,0.855,-0.027,1.024,-0.0295,-0.4615,-0.0455,-0.5255,0.303,0.794,-0.2455,0.2515,0.8225,-0.2855,0.301,0.182,1.0495,0.813,0.882,0.008,1.137,0.831,0.104,-0.647,0.249,0.577,0.306,0.678,0.528,0.537,0.831,-0.132,-0.023,0.658,0.227,0.723,0.246,-0.164,0.2155,-0.186,0.2385,0.4535,0.402,0.02575,0.5145,0.462,0.02625,0.268,-1.817341035,11.71797534,-15.49263961,-10.54790142,0.552741287,0.635655815,9.900634301,-26.04054103,-0.584069899,0.735299764,-0.029401599,-8.069953365,0.594198551,-8.654990321,0.585036956
50,99,2,1,0,5,19,1,1,3,1,19,5,3,41,4,15,-0.632674351,13,17,-0.789,-0.615,0.14,0.76,-0.177,-0.715,0.147,-0.787,0.417,-0.638,-0.357,0.228,0.938,-0.795,-0.56,0.185,-0.674,0.254,-0.431,-0.3725,-0.602,-0.464,-0.6375,0.166,-0.40175,-0.7305,0.3355,-0.533,-0.7135,-0.486,0.184,0.849,-0.486,0.057,-0.097,-0.335,0.533,0.406,0.16,0.21,0.08,0.152,-0.349,0.49,-0.997,1.009,-0.154,-0.534,0.705,-0.611,0.474,-0.025,-0.6195,-0.036,-0.5425,-0.187,0.4575,-0.32225,-0.2655,0.313,-0.28925,-0.146,-12.17140331,-5.745355761,-8.985625001,-18.69712771,-0.818616614,-0.601710321,-17.91675907,-27.68275271,-1.005998634,-1.059765986,-0.328580488,-22.79975589,-0.710163468,-10.57851416,-12.22124173
51,101,2,1,0,5,23,1,1,4,4,4,5,2,46,8,14,0.855971181,4,24,-0.198,0.414,0.128,0.062,-1.341,0.306,0.001,0.221,-0.111,0.37,0.245,-0.007,-0.262,-1.341,0.345,-0.135,0.391,-0.227,0.1525,0.24,0.166,0.309,0.3255,-0.067,0.19625,0.306,-0.169,0.2375,0.086,0.3295,0.0605,-0.1,-1.341,0.588,0.145,0.089,-0.132,0.303,0.435,0.155,0.462,0.011,0.272,0.382,-0.992,0.643,0.618,0.099,0.53,0.132,0.472,0.14,-0.2155,0.2255,-0.17,0.267,0.3425,-0.03775,0.297,0.2415,0.02775,0.43,5.725564593,16.50966084,10.52018679,14.99072599,-0.084151696,-0.599025456,22.23522544,25.51091278,0.280098619,0.480026001,-0.258259082,23.87306911,-0.341588576,8.122875692,15.75019342
52,103,2,1,0,5,18,1,1,3,1,18,5,2,44,8,10,-0.301864233,9,15,-0.019,0.359,-0.611,0.313,-0.181,0.153,-0.457,0.042,-0.448,0.272,-0.36,-0.505,1.279,-0.488,-0.061,-0.159,-0.02,0.01,0.305,0.049,0.245,-0.015,0.046,-0.308,0.177,0.011,-0.219,0.115,0.1265,-0.0005,-0.558,0.796,-0.3345,0.422,0.337,0.831,-1.101,-0.589,0.197,-0.265,0.181,-0.078,-0.692,0.477,0.063,0.71,-1.567,-0.686,0.363,-0.668,0.291,0.231,-0.5245,0.1295,-0.4795,-0.2445,0.049,-0.14675,-0.2435,0.1065,-0.175,-0.135,6.306653136,10.34464896,-1.527084658,-17.14797352,0.578255708,-0.327037011,16.6513021,-18.67505818,1.350294292,-0.110609574,-0.043063334,-1.011878039,0.125609348,2.389784239,-3.401662278
53,105,2,1,0,5,20,1,1,3,2,20,1,2,42,6,18,0.690566122,14,15,0.249,0.804,-0.036,-0.193,-0.112,0.617,-0.039,0.584,-0.051,-0.496,0.084,0.46,0.595,0.301,-0.157,0.633,-0.02,0.702,0.328,-0.395,0.3175,-0.361,0.23,0.297,-0.0335,0.282,0.3255,-0.02175,-0.1235,0.444,0.212,0.201,0.0945,-0.082,-0.369,0.831,0.171,-0.972,0.118,-0.307,0.273,-0.206,-0.004,-0.505,0.447,0.903,-0.631,-0.035,-0.087,-0.151,-0.068,0.2125,0.026,0.2395,-0.0415,0.0415,-0.197,0.11925,0.061,-0.137,0.099,-0.043,9.838166505,0.585798132,-8.471810238,-3.795255965,-0.15493775,-0.526742208,10.42396464,-12.2670662,-0.695499564,0.370484184,0.789700606,-0.921550783,-0.340839979,0.683178134,-1.604728917
54,107,2,1,0,5,20,1,1,4,3,19,5,2,40,8,20,0.359756004,6,11,0.724,0.743,0.134,-0.514,0.128,0.82,-0.012,0.763,-0.184,0.33,0.745,-0.077,0.401,0.541,0.678,0.232,0.659,0.04,0.416,0.223,0.4735,0.3095,0.749,0.11,0.3195,0.711,-0.072,0.3915,0.527,0.744,0.0285,-0.0565,0.3345,0.538,-0.227,0.407,-1.101,-0.545,0.6,-0.521,0.59,-0.674,0.993,-0.228,-0.017,-1.101,0.424,0.809,-0.441,0.834,-0.503,0.5605,0.625,0.632,0.6685,0.7045,-0.481,0.59275,0.712,-0.5885,0.65025,0.7655,12.44270666,7.654356124,5.519211917,-2.721577699,-0.395396286,0.33198874,20.09706278,2.797634218,0.796624845,0.31767045,-0.015787923,11.4473485,-0.031703773,8.980959288,2.466389213
55,109,2,1,0,5,29,1,1,3,5,29,5,2,41,5,17,2.013806596,10,3,0.857,1.032,0.792,0.312,-0.488,0.928,0.215,1.071,0.103,0.952,0.206,1.703,0.953,2.39,0.666,1.704,0.77,1.672,0.3565,-0.519,0.484,-0.451,0.797,0.9595,-0.08125,0.9205,0.8875,0.0165,0.9045,0.619,1.2475,0.6325,0.951,0.505,0.696,0.831,0.407,0.089,0.67,0.403,0.555,0.676,0.036,-0.365,0.404,0.32,-0.568,0.157,-0.178,0.135,0.013,0.1335,0.1675,-0.0605,0.061,0.4135,0.1125,0.1505,0.345,0.3445,0.00025,0.2705,8.906943476,11.53749569,-12.91957609,7.410572973,-0.647396918,0.497567877,20.44443917,-5.509003115,2.653223718,-0.106015077,0.233549742,7.467718026,-0.074914521,-2.006316306,9.474034333
56,111,2,1,0,5,19,1,1,3,1,19,5,2,37,9,18,0.690566122,4,28,0.861,0.784,-0.412,-1.087,-0.421,0.756,-0.624,0.741,-0.876,0.861,-1.124,-0.961,-0.1,-1.035,-0.198,-0.953,-0.121,-0.764,0.69,0.3775,0.8085,0.3215,0.279,-0.7885,0.53375,0.31,-0.82,0.565,0.861,-0.17,-0.6865,-0.5935,-0.728,0.308,1.214,-0.061,-0.219,0.248,0.308,0.689,0.311,0.626,-0.417,1.108,-0.253,1.674,-0.18,-0.07,1.193,-0.065,1.131,-0.1905,-0.6315,-0.1575,-0.598,0.119,0.941,-0.411,0.123,0.8785,-0.37775,-0.0545,21.27168575,12.52232623,8.145003222,-8.441655297,0.048428793,0.217809315,33.79401198,-0.296652075,1.735079805,0.496249635,-0.033246982,16.74867995,0.133119054,14.70834449,2.040335466
57,113,2,1,0,6,19,0,0,4,2,9,5,4,37,14,24,-1.128889529,9,17,-1.2,-0.563,0.052,-0.099,0.607,-0.828,0.293,-0.683,0.202,-1.082,-0.272,0.972,0.6,1.156,-0.574,1.288,-0.444,1.095,-0.5605,-0.931,-0.4425,-0.7695,-0.701,0.7905,-0.74575,-0.5635,0.6485,-0.606,-1.141,-0.4175,0.512,0.2505,0.8815,-0.06,-0.101,0.089,0.104,0.325,0.153,-0.085,0.195,0.02,-0.02,-0.098,-0.577,0.041,-0.73,-0.251,-0.102,-0.284,-0.169,0.119,-0.0745,0.0875,-0.0575,-0.049,-0.0935,0.02225,-0.0445,-0.0745,0.015,-0.04,-12.069085,-12.99212462,-19.74767627,-27.82099253,0.272424257,0.371742189,-25.06120963,-47.5686688,-1.704762092,-0.073787616,-0.950889815,-36.31493921,0.322083223,-15.90838064,-20.40655858
