Dyad,Cov,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency
30,2,3130.0,1191.0,2517.0,2162.0,125.2,99.25,132.47368421052633,61.771428571428572,189.94444444444446,132.42857142857142,77.0,59.0,108.0,49.0,117.5,101.5,103.46477661503938,101.25967032009009,118.61364456039733,39.911391652928735,213.60151690634447,121.01842497600713,25.0,12.0,19.0,35.0,36.0,28.0,1259.0,7235.0,455.0,51.0,0.0,157.375,723.5,56.875,51.0,0.0,56.222222222222221,849.39999999999998,145.5,491.5,44.0,51.0,0.0,46.0,626.0,61.075644695737758,752.03088367433418,35.938967361347487,0.0,0.0,33.933849956046927,767.41790440411273,8.0,10.0,8.0,1.0,0.0,9.0,10.0,6488.0,0.0,2512.0,0.0,0.0,648.79999999999995,0.0,279.11111111111109,0.0,0.0,279.11111111111109,648.79999999999995,215.5,0.0,225.0,0.0,0.0,225.0,215.5,728.39876441410854,0.0,323.31664714485032,0.0,0.0,323.31664714485032,728.39876441410854,10.0,0.0,9.0,0.0,0.0,9.0,10.0
31,1,4013.0,3061.0,747.0,1179.0,63.698412698412696,45.014705882352942,24.096774193548388,20.684210526315791,134.84482758620689,52.888888888888886,34.0,34.0,19.0,18.0,65.0,34.0,64.561926693933586,34.483368816191593,15.683060182596604,13.915985878593814,166.79905334678634,57.565314487968926,63.0,68.0,31.0,57.0,58.0,72.0,2703.0,4756.0,1495.0,46.0,0.0,128.71428571428572,206.78260869565219,67.954545454545453,46.0,0.0,70.045454545454547,324.30434782608694,80.0,139.0,61.5,46.0,0.0,61.5,235.0,114.98949966850714,200.09453342417473,30.660127012616108,0.0,0.0,37.136697450374619,244.30619326585423,21.0,23.0,22.0,1.0,0.0,22.0,23.0,7568.0,0.0,1432.0,0.0,0.0,540.57142857142856,0.0,110.15384615384616,0.0,0.0,110.15384615384616,540.57142857142856,444.0,0.0,84.0,0.0,0.0,84.0,444.0,341.03785175040412,0.0,79.688669355615673,0.0,0.0,79.688669355615673,341.03785175040412,14.0,0.0,13.0,0.0,0.0,13.0,14.0
31,2,5036.0,1913.0,442.0,1609.0,78.6875,37.509803921568626,21.047619047619047,24.014925373134329,108.69117647058823,41.315789473684212,36.5,29.0,18.0,18.0,60.0,29.0,141.54083719460613,36.605138688344375,10.408221066043765,18.346167632109861,156.57823240579069,44.606331819729576,64.0,51.0,21.0,67.0,68.0,57.0,388.0,8049.0,466.0,97.0,0.0,55.428571428571431,670.75,51.777777777777779,48.5,0.0,51.18181818181818,703.08333333333337,55.0,651.0,50.0,48.5,0.0,50.0,681.0,20.652617564001371,346.93854523051584,13.155292790168593,11.5,0.0,12.932117746969659,328.41398121206038,7.0,12.0,9.0,2.0,0.0,11.0,12.0,6312.0,0.0,2688.0,0.0,0.0,485.53846153846155,0.0,224.0,0.0,0.0,224.0,485.53846153846155,322.0,0.0,113.5,0.0,0.0,113.5,322.0,374.52998552742287,0.0,293.89794146948361,0.0,0.0,293.89794146948361,374.52998552742287,13.0,0.0,12.0,0.0,0.0,12.0,13.0
32,1,1804.0,1905.0,2070.0,3221.0,54.666666666666664,37.352941176470587,39.056603773584904,34.265957446808514,61.478723404255319,47.891566265060241,44.0,30.0,29.0,24.5,41.0,33.0,44.849017195857748,25.936440810907655,35.277559864240608,27.174446511975766,64.00477520805876,38.491436083415763,33.0,51.0,53.0,94.0,94.0,83.0,2466.0,5087.0,1447.0,0.0,0.0,205.5,391.30769230769232,120.58333333333333,0.0,0.0,120.58333333333333,629.41666666666663,175.0,262.0,100.0,0.0,0.0,100.0,568.0,118.39235617217862,387.81248137477365,79.799183719021983,0.0,0.0,79.799183719021983,362.7679373771735,12.0,13.0,12.0,0.0,0.0,12.0,12.0,6920.0,0.0,2080.0,0.0,0.0,532.30769230769226,0.0,173.33333333333334,0.0,0.0,173.33333333333334,532.30769230769226,395.0,0.0,133.5,0.0,0.0,133.5,395.0,431.10027115159909,0.0,123.27025413925114,0.0,0.0,123.27025413925114,431.10027115159909,13.0,0.0,12.0,0.0,0.0,12.0,13.0
32,2,4856.0,1506.0,1601.0,1037.0,142.8235294117647,48.58064516129032,45.74285714285714,25.925000000000001,194.21951219512195,64.729166666666671,118.0,36.0,32.0,22.5,177.0,53.0,128.60986847787458,31.398350268505624,31.539854929590145,12.440634027251184,176.02432096302419,51.987474286013246,34.0,31.0,35.0,40.0,41.0,48.0,0.0,8480.0,104.0,416.0,0.0,0.0,1211.4285714285713,104.0,69.333333333333329,0.0,74.285714285714292,1211.4285714285713,0.0,1277.0,104.0,62.0,0.0,78.0,1277.0,0.0,883.41186918234519,0.0,29.369296136536125,0.0,29.773978503357043,883.41186918234519,0.0,7.0,1.0,6.0,0.0,7.0,7.0,7775.0,0.0,1225.0,0.0,0.0,863.88888888888891,0.0,153.125,0.0,0.0,153.125,863.88888888888891,711.0,0.0,87.0,0.0,0.0,87.0,711.0,726.06296703437874,0.0,150.71034926308147,0.0,0.0,150.71034926308147,726.06296703437874,9.0,0.0,8.0,0.0,0.0,8.0,9.0
33,1,2028.0,820.0,1437.0,4715.0,45.06666666666667,30.37037037037037,26.611111111111111,54.825581395348834,49.825581395348834,30.917808219178081,38.0,25.0,22.5,43.5,40.5,25.0,40.142191713402447,16.193615907484102,16.370045664619521,42.810342116173743,41.109380998226285,20.816059017122235,45.0,27.0,54.0,86.0,86.0,73.0,2835.0,4647.0,1518.0,0.0,0.0,118.125,178.73076923076923,60.719999999999999,0.0,0.0,60.719999999999999,287.76923076923077,104.5,138.0,48.0,0.0,0.0,48.0,239.5,56.5724553854023,171.78688892665988,47.16483435781366,0.0,0.0,47.16483435781366,198.23826140284743,24.0,26.0,25.0,0.0,0.0,25.0,26.0,7315.0,0.0,1685.0,0.0,0.0,292.60000000000002,0.0,70.208333333333329,0.0,0.0,70.208333333333329,292.60000000000002,262.0,0.0,43.0,0.0,0.0,43.0,262.0,226.05486059804153,0.0,58.723206065026417,0.0,0.0,58.723206065026417,226.05486059804153,25.0,0.0,24.0,0.0,0.0,24.0,25.0
33,2,2495.0,1207.0,2962.0,2336.0,62.375,46.42307692307692,45.569230769230771,39.593220338983052,111.06666666666666,65.140625,41.0,34.0,40.0,28.0,73.5,51.0,58.130752403525619,38.480937415539898,33.416241666300415,31.469715678468628,119.85684053162014,61.854382218314775,40.0,26.0,65.0,59.0,60.0,64.0,744.0,7879.0,377.0,0.0,0.0,106.28571428571429,787.89999999999998,41.888888888888886,0.0,0.0,41.888888888888886,862.29999999999995,81.0,809.5,36.0,0.0,0.0,36.0,885.5,73.023898799765334,415.95972160775375,16.326151104180777,0.0,0.0,16.326151104180777,409.86974760282078,7.0,10.0,9.0,0.0,0.0,9.0,10.0,8094.0,0.0,906.0,0.0,0.0,735.81818181818187,0.0,90.599999999999994,0.0,0.0,90.599999999999994,735.81818181818187,799.0,0.0,44.0,0.0,0.0,44.0,799.0,436.37573846854377,0.0,99.788977347200031,0.0,0.0,99.788977347200031,436.37573846854377,11.0,0.0,10.0,0.0,0.0,10.0,11.0
34,1,3367.0,1050.0,1189.0,3394.0,70.145833333333329,42.0,39.633333333333333,57.525423728813557,93.433333333333337,54.609756097560975,52.0,35.0,32.5,43.0,51.0,44.0,80.664425653271849,28.964806231010765,34.727014780363078,51.809741879631225,127.63324627837198,50.170868064839539,48.0,25.0,30.0,59.0,60.0,41.0,3264.0,4053.0,1593.0,90.0,0.0,141.91304347826087,168.875,75.857142857142861,45.0,0.0,73.173913043478265,304.875,135.0,118.0,58.0,45.0,0.0,55.0,231.5,86.912206099017595,183.10022585549515,48.52616938978656,6.0,0.0,47.20966387244205,230.11832327811999,23.0,24.0,21.0,2.0,0.0,23.0,24.0,6421.0,0.0,2579.0,0.0,0.0,267.54166666666669,0.0,112.1304347826087,0.0,0.0,112.1304347826087,267.54166666666669,208.0,0.0,82.0,0.0,0.0,82.0,208.0,223.57790945713356,0.0,87.805766052036006,0.0,0.0,87.805766052036006,223.57790945713356,24.0,0.0,23.0,0.0,0.0,23.0,24.0
34,2,3081.0,616.0,1706.0,3597.0,71.651162790697668,38.5,32.807692307692307,45.531645569620252,67.537499999999994,39.355932203389834,48.0,29.0,25.5,32.0,40.5,26.0,75.615269689896792,24.279621084357967,28.304687340505765,39.587696414652413,68.335192937094988,34.922074370923113,43.0,16.0,52.0,79.0,80.0,59.0,1276.0,7282.0,442.0,0.0,0.0,159.5,809.11111111111109,63.142857142857146,0.0,0.0,63.142857142857146,1069.75,120.5,311.0,61.0,0.0,0.0,61.0,543.5,119.61396239570028,858.16670802672843,21.996289111890615,0.0,0.0,21.996289111890615,945.35545563560379,8.0,9.0,7.0,0.0,0.0,7.0,8.0,7315.0,0.0,1685.0,0.0,0.0,914.375,0.0,240.71428571428572,0.0,0.0,240.71428571428572,914.375,413.0,0.0,252.0,0.0,0.0,252.0,413.0,956.42092426661179,0.0,124.25516866020307,0.0,0.0,124.25516866020307,956.42092426661179,8.0,0.0,7.0,0.0,0.0,7.0,8.0
35,1,2900.0,2315.0,543.0,3242.0,60.416666666666664,44.519230769230766,45.25,44.410958904109592,77.810810810810807,46.852459016393439,37.0,31.5,36.5,30.0,51.5,34.0,61.75888375142658,36.746789699978393,37.625622918431532,38.98290303732508,75.893537750690982,39.093346071524664,48.0,52.0,12.0,73.0,74.0,61.0,4165.0,3279.0,1481.0,75.0,0.0,260.3125,182.16666666666666,105.78571428571429,75.0,0.0,103.73333333333333,465.25,245.0,121.5,97.5,75.0,0.0,96.0,458.5,205.36970283795515,141.67931316101789,45.643304267874775,0.0,0.0,44.759306915495863,282.75022104323807,16.0,18.0,14.0,1.0,0.0,15.0,16.0,4445.0,0.0,4555.0,0.0,0.0,404.09090909090907,0.0,414.09090909090907,0.0,0.0,414.09090909090907,404.09090909090907,414.0,0.0,390.0,0.0,0.0,390.0,414.0,206.05491525118626,0.0,205.5946826980674,0.0,0.0,205.5946826980674,206.05491525118626,11.0,0.0,11.0,0.0,0.0,11.0,11.0
35,2,3740.0,3067.0,86.0,2107.0,113.33333333333333,98.935483870967744,21.5,60.200000000000003,191.47222222222223,105.09999999999999,68.0,72.0,20.0,37.0,130.5,77.5,110.02910542399243,73.79742782643666,11.280514172678478,78.864730483820949,201.08283065431178,78.055258204257655,33.0,31.0,4.0,35.0,36.0,30.0,961.0,7553.0,268.0,218.0,0.0,240.25,1079.0,67.0,72.666666666666671,0.0,69.428571428571431,1064.25,241.5,1142.0,59.5,67.0,0.0,64.0,1197.5,204.63672080054448,418.12165010402691,17.874562931719478,18.803073034893938,0.0,18.492138428896464,508.9247857002054,4.0,7.0,4.0,3.0,0.0,7.0,8.0,4792.0,0.0,4208.0,0.0,0.0,479.19999999999999,0.0,467.55555555555554,0.0,0.0,467.55555555555554,479.19999999999999,455.0,0.0,378.0,0.0,0.0,378.0,455.0,412.99656172902939,0.0,397.48769683576677,0.0,0.0,397.48769683576677,412.99656172902939,10.0,0.0,9.0,0.0,0.0,9.0,10.0
36,1,2682.0,3337.0,1183.0,1798.0,59.600000000000001,57.53448275862069,40.793103448275865,37.458333333333336,146.9795918367347,79.298245614035082,43.0,42.0,27.0,26.0,90.0,62.0,49.892506674071029,44.589010366032078,30.388722171164009,35.66742113688003,163.2027022830396,59.710401959669383,45.0,58.0,29.0,48.0,49.0,57.0,1760.0,5502.0,1738.0,0.0,0.0,176.0,550.20000000000005,173.80000000000001,0.0,0.0,173.80000000000001,660.18181818181813,174.5,489.5,184.5,0.0,0.0,184.5,615.0,99.372028257452811,265.66061055414292,64.84720502843588,0.0,0.0,64.84720502843588,347.25359299975526,10.0,10.0,10.0,0.0,0.0,10.0,11.0,7483.0,0.0,1517.0,0.0,0.0,748.29999999999995,0.0,168.55555555555554,0.0,0.0,168.55555555555554,748.29999999999995,797.5,0.0,151.0,0.0,0.0,151.0,797.5,389.15396695909448,0.0,91.938519446555645,0.0,0.0,91.938519446555645,389.15396695909448,10.0,0.0,9.0,0.0,0.0,9.0,10.0
36,2,2596.0,2986.0,2262.0,1156.0,68.315789473684205,62.208333333333336,53.857142857142854,32.111111111111114,212.0,102.90196078431373,49.5,49.0,35.5,21.5,107.0,67.0,54.786237833562531,42.678038035452786,45.431042161023939,26.585060317756763,217.91915188151032,95.206330095603263,38.0,48.0,42.0,36.0,37.0,51.0,262.0,8111.0,550.0,77.0,0.0,131.0,1158.7142857142858,91.666666666666671,38.5,0.0,104.5,1196.1428571428571,131.0,1208.0,93.0,38.5,0.0,103.0,1208.0,64.0,660.48871825245851,32.226628051280137,18.5,0.0,48.695482336660348,638.62652366989414,2.0,7.0,6.0,2.0,0.0,6.0,7.0,8001.0,0.0,999.0,0.0,0.0,1000.125,0.0,142.71428571428572,0.0,0.0,142.71428571428572,1000.125,921.0,0.0,129.0,0.0,0.0,129.0,921.0,744.5440614060393,0.0,91.903232160967292,0.0,0.0,91.903232160967292,744.5440614060393,8.0,0.0,7.0,0.0,0.0,7.0,8.0
37,1,2912.0,1694.0,451.0,3943.0,45.5,33.880000000000003,17.346153846153847,48.679012345679013,61.670731707317074,30.642857142857142,34.5,24.0,12.0,32.0,43.5,21.5,36.75807734362612,28.83653238515339,17.284813938813702,39.65525113064367,63.996389928298676,27.55930525471295,64.0,50.0,26.0,81.0,82.0,70.0,1786.0,5051.0,1557.0,183.0,423.0,119.06666666666666,187.07407407407408,81.94736842105263,91.5,60.428571428571431,82.857142857142861,330.0,91.0,172.0,79.0,91.5,32.0,79.0,339.0,85.650037296482765,124.59086403874259,32.977621892828644,42.5,48.308109768316903,34.115051439121082,168.66319316102351,15.0,27.0,19.0,2.0,7.0,21.0,22.0,6635.0,0.0,2365.0,0.0,0.0,245.74074074074073,0.0,87.592592592592595,0.0,0.0,87.592592592592595,245.74074074074073,218.0,0.0,57.0,0.0,0.0,57.0,218.0,176.6288413579484,0.0,79.494821289169408,0.0,0.0,79.494821289169408,176.6288413579484,27.0,0.0,27.0,0.0,0.0,27.0,27.0
37,2,4521.0,1169.0,247.0,3063.0,77.948275862068968,32.472222222222221,17.642857142857142,44.391304347826086,84.814285714285717,32.930232558139537,53.0,26.0,12.5,30.0,54.5,22.0,85.665231029701758,26.812607017254557,15.71899280150855,34.610552713995219,87.826174565305479,30.560192490594616,58.0,36.0,14.0,69.0,70.0,43.0,76.0,8337.0,430.0,61.0,96.0,25.333333333333332,757.90909090909088,47.777777777777779,61.0,48.0,49.100000000000001,773.5454545454545,27.0,514.0,39.0,61.0,48.0,39.5,514.0,13.523641850067197,595.96452831377849,18.407593709467825,0.0,2.0,17.907819521091895,598.20297005985333,3.0,11.0,9.0,1.0,2.0,10.0,11.0,7184.0,0.0,1816.0,0.0,0.0,171.04761904761904,0.0,43.238095238095241,0.0,0.0,43.238095238095241,171.04761904761904,73.0,0.0,32.5,0.0,0.0,32.5,73.0,240.61102302075227,0.0,38.9186021893372,0.0,0.0,38.9186021893372,240.61102302075227,42.0,0.0,42.0,0.0,0.0,42.0,42.0
38,1,3201.0,4055.0,529.0,1215.0,69.586956521739125,81.099999999999994,35.266666666666666,31.973684210526315,199.61538461538461,81.857142857142861,42.0,59.5,32.0,24.5,127.0,60.5,70.554504397219318,60.595461876282435,20.605716574668193,25.429455405416501,190.75122950635313,63.297322379451117,46.0,50.0,15.0,38.0,39.0,56.0,2409.0,5219.0,1372.0,0.0,0.0,172.07142857142858,307.0,91.466666666666669,0.0,0.0,91.466666666666669,476.75,152.0,170.0,85.0,0.0,0.0,85.0,432.5,103.70456959605031,233.80283297231955,41.208197674195311,0.0,0.0,41.208197674195311,303.24381691965294,14.0,17.0,15.0,0.0,0.0,15.0,16.0,7262.0,0.0,1738.0,0.0,0.0,427.1764705882353,0.0,108.625,0.0,0.0,108.625,427.1764705882353,362.0,0.0,72.0,0.0,0.0,72.0,362.0,281.78824659122142,0.0,101.92943331050164,0.0,0.0,101.92943331050164,281.78824659122142,17.0,0.0,16.0,0.0,0.0,16.0,17.0
38,2,3201.0,4055.0,529.0,1215.0,69.586956521739125,81.099999999999994,35.266666666666666,31.973684210526315,199.61538461538461,81.857142857142861,42.0,59.5,32.0,24.5,127.0,60.5,70.554504397219318,60.595461876282435,20.605716574668193,25.429455405416501,190.75122950635313,63.297322379451117,46.0,50.0,15.0,38.0,39.0,56.0,1966.0,6343.0,691.0,0.0,0.0,280.85714285714283,634.29999999999995,76.777777777777771,0.0,0.0,76.777777777777771,830.89999999999998,284.0,740.0,66.0,0.0,0.0,66.0,813.0,161.29691217612017,390.79893807429926,26.72401241404765,0.0,0.0,26.72401241404765,518.2733738096141,7.0,10.0,9.0,0.0,0.0,9.0,10.0,6900.0,0.0,2100.0,0.0,0.0,690.0,0.0,210.0,0.0,0.0,210.0,690.0,771.5,0.0,259.0,0.0,0.0,259.0,771.5,426.87562591462165,0.0,170.03117361237025,0.0,0.0,170.03117361237025,426.87562591462165,10.0,0.0,10.0,0.0,0.0,10.0,10.0
41,1,857.0,341.0,3809.0,3993.0,34.280000000000001,28.416666666666668,92.902439024390247,68.84482758620689,86.327586206896555,84.693877551020407,32.0,18.5,52.0,40.0,47.0,50.0,24.481045729298415,22.731983097731607,77.458660848175171,62.606819537143721,100.04005886109934,75.528398249317149,25.0,12.0,41.0,58.0,58.0,49.0,2495.0,3929.0,1545.0,135.0,896.0,131.31578947368422,130.96666666666667,70.227272727272734,45.0,47.157894736842103,70.0,292.80000000000001,103.0,126.0,69.0,45.0,38.0,69.0,242.0,92.421262438318394,92.319908771377996,31.47861007989367,19.595917942265423,39.233797403842544,29.68304791178516,191.47678710486031,19.0,30.0,22.0,3.0,19.0,24.0,25.0,6505.0,0.0,2495.0,0.0,0.0,382.64705882352939,0.0,146.76470588235293,0.0,0.0,146.76470588235293,382.64705882352939,306.0,0.0,84.0,0.0,0.0,84.0,306.0,377.96622027347905,0.0,131.0206671671057,0.0,0.0,131.0206671671057,377.96622027347905,17.0,0.0,17.0,0.0,0.0,17.0,17.0
41,2,540.0,486.0,4060.0,3914.0,27.0,48.600000000000001,112.77777777777777,66.33898305084746,84.766666666666666,105.72093023255815,25.5,32.5,88.0,30.0,42.5,81.0,14.512063946937388,45.952584258124162,97.577920746877723,77.783622120291199,90.706921210873176,95.820647767950035,20.0,10.0,36.0,59.0,60.0,43.0,825.0,7744.0,357.0,20.0,54.0,103.125,645.33333333333337,44.625,20.0,18.0,41.888888888888886,862.29999999999995,104.0,581.0,39.5,20.0,17.0,35.0,767.5,43.210061039068208,380.55668288559707,23.758879918885064,0.0,4.5460605656619517,23.699247266266795,391.86988912137656,8.0,12.0,8.0,1.0,3.0,9.0,10.0,7190.0,0.0,1810.0,0.0,0.0,513.57142857142856,0.0,139.23076923076923,0.0,0.0,139.23076923076923,513.57142857142856,500.5,0.0,146.0,0.0,0.0,146.0,500.5,384.54476133395411,0.0,103.99937414468035,0.0,0.0,103.99937414468035,384.54476133395411,14.0,0.0,13.0,0.0,0.0,13.0,14.0
42,1,3271.0,1776.0,505.0,3448.0,76.069767441860463,53.81818181818182,28.055555555555557,56.524590163934427,92.533333333333331,50.68888888888889,50.0,36.0,22.5,45.0,59.0,32.0,57.157634070210229,43.820193591438915,19.63973359805242,40.353603677367737,99.767808212647196,43.590428216510617,43.0,33.0,18.0,61.0,60.0,45.0,2608.0,4321.0,2029.0,42.0,0.0,173.86666666666667,240.05555555555554,119.35294117647059,21.0,0.0,121.82352941176471,384.94444444444446,100.0,186.5,104.0,21.0,0.0,104.0,269.5,136.34557402261194,184.78169468688725,56.029342288053272,9.0,0.0,53.739278322304216,264.74945645148745,15.0,18.0,17.0,2.0,0.0,17.0,18.0,7075.0,0.0,1925.0,0.0,0.0,393.05555555555554,0.0,113.23529411764706,0.0,0.0,113.23529411764706,393.05555555555554,299.5,0.0,46.0,0.0,0.0,46.0,299.5,307.70972472666188,0.0,122.06147410304209,0.0,0.0,122.06147410304209,307.70972472666188,18.0,0.0,17.0,0.0,0.0,17.0,18.0
42,2,4285.0,2547.0,1070.0,1098.0,119.02777777777777,67.026315789473685,32.424242424242422,32.294117647058826,225.77142857142857,75.354166666666671,98.5,61.5,28.0,23.5,93.0,63.0,95.03726933013381,48.030410784322918,19.056582896700192,24.567469418587212,264.39030517284056,57.01187361101973,36.0,38.0,33.0,34.0,35.0,48.0,176.0,8106.0,262.0,456.0,0.0,176.0,900.66666666666663,87.333333333333329,91.200000000000003,0.0,89.75,920.22222222222217,176.0,976.0,87.0,95.0,0.0,88.0,976.0,0.0,255.02548892218599,1.247219128924647,7.8841613377708093,0.0,6.552671211040578,277.11561076271948,1.0,9.0,3.0,5.0,0.0,8.0,9.0,6841.0,0.0,2159.0,0.0,0.0,760.11111111111109,0.0,239.88888888888889,0.0,0.0,239.88888888888889,760.11111111111109,881.0,0.0,189.0,0.0,0.0,189.0,881.0,328.71853696317447,0.0,166.93474736118665,0.0,0.0,166.93474736118665,328.71853696317447,9.0,0.0,9.0,0.0,0.0,9.0,9.0
43,1,2146.0,1876.0,1836.0,3142.0,67.0625,45.756097560975611,47.07692307692308,49.09375,90.123076923076923,64.0,36.5,37.0,32.0,38.5,64.0,41.0,68.965089674051754,35.668378075363435,40.412224994351433,35.869868426542908,103.50778606050815,67.56937686300779,32.0,41.0,39.0,64.0,65.0,58.0,1877.0,5363.0,1452.0,0.0,308.0,144.38461538461539,357.53333333333336,121.0,0.0,38.5,121.0,580.61538461538464,77.0,379.0,108.0,0.0,34.0,108.0,574.0,124.64073816159569,249.7750632513627,56.595052787324086,0.0,11.958260743101398,56.595052787324086,282.94401143948505,13.0,15.0,12.0,0.0,8.0,12.0,13.0,7065.0,0.0,1935.0,0.0,0.0,307.17391304347825,0.0,87.954545454545453,0.0,0.0,87.954545454545453,307.17391304347825,219.0,0.0,30.0,0.0,0.0,30.0,219.0,320.35980480837787,0.0,99.389718360112468,0.0,0.0,99.389718360112468,320.35980480837787,23.0,0.0,22.0,0.0,0.0,22.0,23.0
43,2,5348.0,1813.0,410.0,1429.0,198.07407407407408,58.483870967741936,68.333333333333329,43.303030303030305,222.6764705882353,69.46875,92.0,35.0,57.0,40.0,93.5,44.0,228.11902772308986,76.0063116936592,29.612309752683743,21.260982685582938,255.29368561904352,81.716347957048967,27.0,31.0,6.0,33.0,34.0,32.0,705.0,8008.0,239.0,0.0,48.0,235.0,2002.0,79.666666666666671,0.0,48.0,79.666666666666671,2190.25,132.0,1850.5,72.0,0.0,48.0,72.0,2113.0,171.74981804939415,440.92346274608701,12.283683848458853,0.0,0.0,12.283683848458853,447.75125627964462,3.0,4.0,3.0,0.0,1.0,3.0,4.0,8097.0,0.0,903.0,0.0,0.0,1012.125,0.0,129.0,0.0,0.0,129.0,1012.125,835.5,0.0,49.0,0.0,0.0,49.0,835.5,1004.9359976510942,0.0,156.83749551685656,0.0,0.0,156.83749551685656,1004.9359976510942,8.0,0.0,7.0,0.0,0.0,7.0,8.0
44,1,1692.0,1373.0,0.0,5935.0,43.384615384615387,31.930232558139537,0.0,82.430555555555557,41.986301369863014,31.930232558139537,31.0,25.0,0.0,62.0,30.0,25.0,32.952658648909626,22.858915464758745,0.0,68.75213661101921,36.712318544263553,22.858915464758745,39.0,43.0,0.0,72.0,73.0,43.0,3711.0,3712.0,1577.0,0.0,0.0,112.45454545454545,106.05714285714286,50.87096774193548,0.0,0.0,50.87096774193548,231.96875,90.0,73.0,46.0,0.0,0.0,46.0,212.5,77.627740632472864,98.41223584120678,15.749535447288945,0.0,0.0,15.749535447288945,148.89121120280237,33.0,35.0,31.0,0.0,0.0,31.0,32.0,5659.0,0.0,3341.0,0.0,0.0,195.13793103448276,0.0,119.32142857142857,0.0,0.0,119.32142857142857,195.13793103448276,190.0,0.0,85.5,0.0,0.0,85.5,190.0,102.43407438796613,0.0,102.02977631604433,0.0,0.0,102.02977631604433,102.43407438796613,29.0,0.0,28.0,0.0,0.0,28.0,29.0
44,2,3412.0,1411.0,67.0,4110.0,83.219512195121951,67.19047619047619,33.5,69.66101694915254,82.881355932203391,67.181818181818187,56.0,54.0,33.5,57.0,62.0,57.0,63.717942564399358,45.478010434786789,6.5,47.282637430198882,59.761697598515077,44.432416875761866,41.0,21.0,2.0,59.0,59.0,22.0,3469.0,5069.0,462.0,0.0,0.0,247.78571428571428,337.93333333333334,46.200000000000003,0.0,0.0,46.200000000000003,776.18181818181813,237.0,231.0,42.5,0.0,0.0,42.5,696.0,144.7555469311865,273.79030094013353,11.320777358467925,0.0,0.0,11.320777358467925,356.74916529986274,14.0,15.0,10.0,0.0,0.0,10.0,11.0,4575.0,0.0,4425.0,0.0,0.0,415.90909090909093,0.0,442.5,0.0,0.0,442.5,415.90909090909093,289.0,0.0,345.0,0.0,0.0,345.0,289.0,336.35248138751285,0.0,323.22352946529122,0.0,0.0,323.22352946529122,336.35248138751285,11.0,0.0,10.0,0.0,0.0,10.0,11.0
