Dyad,Cov,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency
58,2,2568.0,1276.0,177.0,4979.0,85.599999999999994,58.0,59.0,113.15909090909091,93.511627906976742,63.173913043478258,55.5,38.0,67.0,84.0,67.0,42.0,68.021859231671499,59.959835041315934,34.756294393965533,93.17918787861916,86.562888039401798,60.563766017754453,30.0,22.0,3.0,44.0,43.0,23.0,1191.0,6934.0,413.0,0.0,462.0,238.19999999999999,866.75,59.0,0.0,231.0,59.0,1073.375,124.0,910.0,59.0,0.0,231.0,59.0,1017.5,207.16408955221948,624.94114722908114,15.250292737237164,0.0,103.0,15.250292737237164,676.02680004198055,5.0,8.0,7.0,0.0,2.0,7.0,8.0,7332.0,0.0,1668.0,0.0,0.0,814.66666666666663,0.0,208.5,0.0,0.0,208.5,814.66666666666663,715.0,0.0,117.0,0.0,0.0,117.0,715.0,636.98892367833912,0.0,182.34651079743753,0.0,0.0,182.34651079743753,636.98892367833912,9.0,0.0,8.0,0.0,0.0,8.0,9.0
59,1,1906.0,388.0,1116.0,5590.0,40.553191489361701,27.714285714285715,34.875,74.533333333333331,46.081081081081081,35.80952380952381,32.0,25.0,29.0,62.0,37.0,29.5,27.923762861899306,18.827899402704684,19.061987698034013,66.520640071751842,34.96204766900307,19.554853368139408,47.0,14.0,32.0,75.0,74.0,42.0,4429.0,3319.0,1252.0,0.0,0.0,260.52941176470586,207.4375,83.466666666666669,0.0,0.0,83.466666666666669,484.25,199.0,194.5,88.0,0.0,0.0,88.0,465.0,151.7482891257597,110.09823383574324,26.555267315962425,0.0,0.0,26.555267315962425,221.23615775907879,17.0,16.0,15.0,0.0,0.0,15.0,16.0,5331.0,0.0,3669.0,0.0,0.0,333.1875,0.0,229.3125,0.0,0.0,229.3125,333.1875,310.5,0.0,181.5,0.0,0.0,181.5,310.5,116.71879601739387,0.0,156.31407436232351,0.0,0.0,156.31407436232351,116.71879601739387,16.0,0.0,16.0,0.0,0.0,16.0,16.0
59,2,1877.0,1095.0,348.0,5680.0,52.138888888888886,47.608695652173914,26.76923076923077,97.931034482758619,58.245614035087719,45.09375,38.5,34.0,27.0,55.0,40.0,33.5,38.752887188338612,48.378704559138583,11.981741533579948,133.40421619622762,49.696016537653001,42.457596033424927,36.0,23.0,13.0,58.0,57.0,32.0,3201.0,5465.0,334.0,0.0,0.0,640.20000000000005,1093.0,66.799999999999997,0.0,0.0,66.799999999999997,1444.3333333333333,432.0,1090.0,72.0,0.0,0.0,72.0,1418.0,589.88588726973285,269.57744712790793,11.906300852909773,0.0,0.0,11.906300852909773,414.50881239794592,5.0,5.0,5.0,0.0,0.0,5.0,6.0,5855.0,0.0,3145.0,0.0,0.0,1171.0,0.0,629.0,0.0,0.0,629.0,1171.0,1082.0,0.0,409.0,0.0,0.0,409.0,1082.0,291.40693196971137,0.0,593.50113731988756,0.0,0.0,593.50113731988756,291.40693196971137,5.0,0.0,5.0,0.0,0.0,5.0,5.0
60,1,1296.0,405.0,245.0,7054.0,43.200000000000003,27.0,20.416666666666668,138.31372549019608,38.156862745098039,26.0,33.5,23.0,16.5,107.0,29.0,19.0,35.987405204228509,15.611961226358888,15.391871953151838,128.05383215373908,31.508711866576913,17.513423423191711,30.0,15.0,12.0,51.0,51.0,25.0,2969.0,4050.0,1829.0,152.0,0.0,148.44999999999999,176.08695652173913,79.521739130434781,76.0,0.0,90.045454545454547,305.17391304347825,86.5,152.0,78.0,76.0,0.0,79.5,205.0,173.45185931548846,107.89322944607072,34.62327636923812,63.0,0.0,48.330751807187248,232.13201869212139,20.0,23.0,23.0,2.0,0.0,22.0,23.0,6448.0,0.0,2552.0,0.0,0.0,358.22222222222223,0.0,150.11764705882354,0.0,0.0,150.11764705882354,358.22222222222223,373.0,0.0,70.0,0.0,0.0,70.0,373.0,195.0346281377733,0.0,187.87914837592723,0.0,0.0,187.87914837592723,195.0346281377733,18.0,0.0,17.0,0.0,0.0,17.0,18.0
60,2,1747.0,1547.0,134.0,5572.0,97.055555555555557,81.421052631578945,22.333333333333332,154.77777777777777,97.942857142857136,73.086956521739125,87.5,68.0,22.5,102.5,67.0,55.0,84.934924253952758,58.89805267933977,9.7410927974683048,177.00707944271468,102.53973246841383,63.248930593109819,18.0,19.0,6.0,36.0,35.0,23.0,816.0,7775.0,378.0,31.0,0.0,163.19999999999999,971.875,75.599999999999994,31.0,0.0,68.166666666666671,1227.2857142857142,95.0,836.5,76.0,31.0,0.0,61.5,960.0,109.76228860587774,744.24230555310407,32.622691489207327,0.0,0.0,34.104822076781005,817.96257586163688,5.0,8.0,5.0,1.0,0.0,6.0,7.0,8001.0,0.0,999.0,0.0,0.0,1333.5,0.0,199.80000000000001,0.0,0.0,199.80000000000001,1333.5,1447.5,0.0,191.0,0.0,0.0,191.0,1447.5,868.17332178929951,0.0,139.65156640725516,0.0,0.0,139.65156640725516,868.17332178929951,6.0,0.0,5.0,0.0,0.0,5.0,6.0
61,1,2558.0,2181.0,727.0,3534.0,71.055555555555557,60.583333333333336,34.61904761904762,53.545454545454547,84.092307692307699,55.92307692307692,54.5,48.0,26.0,38.0,61.0,39.5,66.123178170426925,41.493222338112041,26.389890182698281,46.126368524719524,73.581921499765357,38.918972115570377,36.0,36.0,21.0,66.0,65.0,52.0,2692.0,4744.0,1564.0,0.0,0.0,224.33333333333334,338.85714285714283,130.33333333333334,0.0,0.0,130.33333333333334,572.0,175.5,287.0,104.0,0.0,0.0,104.0,476.0,187.46436698447224,202.48240034378193,64.666237111975377,0.0,0.0,64.666237111975377,357.89040006898546,12.0,14.0,12.0,0.0,0.0,12.0,13.0,6485.0,0.0,2515.0,0.0,0.0,498.84615384615387,0.0,209.58333333333334,0.0,0.0,209.58333333333334,498.84615384615387,317.0,0.0,165.0,0.0,0.0,165.0,317.0,369.72252509433361,0.0,186.37751041606091,0.0,0.0,186.37751041606091,369.72252509433361,13.0,0.0,12.0,0.0,0.0,12.0,13.0
61,2,4766.0,1502.0,331.0,2401.0,110.83720930232558,53.642857142857146,25.46153846153846,38.111111111111114,103.109375,47.0,66.0,39.0,20.0,27.0,48.0,31.0,156.08762152141341,47.640179834818824,15.000591704305865,33.423739833832443,141.12695051658054,45.084535980925708,43.0,28.0,13.0,63.0,64.0,39.0,408.0,8276.0,316.0,0.0,0.0,136.0,2069.0,79.0,0.0,0.0,79.0,1736.8,120.0,2031.0,78.5,0.0,0.0,78.5,1427.0,26.981475126464083,1070.1981125006716,23.653752345029741,0.0,0.0,23.653752345029741,1234.6222742199332,3.0,4.0,4.0,0.0,0.0,4.0,5.0,7846.0,0.0,1154.0,0.0,0.0,1307.6666666666667,0.0,192.33333333333334,0.0,0.0,192.33333333333334,1307.6666666666667,1008.5,0.0,192.0,0.0,0.0,192.0,1008.5,1152.7569368932704,0.0,70.565965986129285,0.0,0.0,70.565965986129285,1152.7569368932704,6.0,0.0,6.0,0.0,0.0,6.0,6.0
62,1,1418.0,1012.0,331.0,6239.0,32.227272727272727,21.531914893617021,25.46153846153846,85.465753424657535,37.821917808219176,24.87037037037037,22.5,19.0,22.0,57.0,27.0,21.5,34.141992030851256,8.4999400844691486,11.035713943760989,72.246549368570058,35.053908568247458,11.684187314321827,44.0,47.0,13.0,73.0,73.0,54.0,2861.0,3660.0,2138.0,341.0,0.0,89.40625,85.116279069767444,52.146341463414636,28.416666666666668,0.0,57.651162790697676,148.20454545454547,81.5,78.0,51.0,31.5,0.0,55.0,134.0,60.849640187411957,43.694078840153637,15.887655854981553,17.675115904067567,0.0,15.827388274069424,84.190147217057131,32.0,43.0,41.0,12.0,0.0,43.0,44.0,6753.0,0.0,2247.0,0.0,0.0,225.09999999999999,0.0,77.482758620689651,0.0,0.0,77.482758620689651,225.09999999999999,166.5,0.0,69.0,0.0,0.0,69.0,166.5,164.33103784738901,0.0,57.455602463632538,0.0,0.0,57.455602463632538,164.33103784738901,30.0,0.0,29.0,0.0,0.0,29.0,30.0
62,2,294.0,4888.0,150.0,3668.0,42.0,87.285714285714292,37.5,63.241379310344826,90.372881355932208,89.964285714285708,25.0,60.0,28.5,51.0,62.0,61.5,43.85365272292443,97.425560280238415,22.743130831088319,47.785191164724104,97.147781590569394,98.452302498961075,7.0,56.0,4.0,58.0,59.0,56.0,1339.0,7019.0,419.0,223.0,0.0,133.90000000000001,412.88235294117646,41.899999999999999,31.857142857142858,0.0,37.764705882352942,464.33333333333331,114.5,317.0,39.5,32.0,0.0,35.0,397.5,111.0796561031767,264.29570835200332,8.5023526155999907,3.5225222874108439,0.0,8.4889506852746059,282.67020438037764,10.0,17.0,10.0,7.0,0.0,17.0,18.0,5203.0,0.0,3797.0,0.0,0.0,144.52777777777777,0.0,108.48571428571428,0.0,0.0,108.48571428571428,144.52777777777777,107.5,0.0,63.0,0.0,0.0,63.0,107.5,114.88411700277011,0.0,101.26411617394287,0.0,0.0,101.26411617394287,114.88411700277011,36.0,0.0,35.0,0.0,0.0,35.0,36.0
64,1,5335.0,1395.0,364.0,1906.0,166.71875,60.652173913043477,36.399999999999999,43.31818181818182,157.64444444444445,60.655172413793103,110.0,38.0,27.0,30.5,68.0,38.0,140.53585716263839,65.183759444159875,21.100710888498522,37.110873637638342,161.96256845409349,64.469867787645413,32.0,23.0,10.0,44.0,45.0,29.0,2019.0,4741.0,1680.0,0.0,560.0,168.25,364.69230769230768,140.0,0.0,186.66666666666666,140.0,563.07692307692309,156.5,457.0,149.5,0.0,180.0,149.5,588.0,73.248577915661045,172.46867479917114,49.749371855330999,0.0,12.36482466066094,49.749371855330999,250.85805411349554,12.0,13.0,12.0,0.0,3.0,12.0,13.0,7821.0,0.0,1179.0,0.0,0.0,651.75,0.0,107.18181818181819,0.0,0.0,107.18181818181819,651.75,651.0,0.0,108.0,0.0,0.0,108.0,651.0,262.4890870747455,0.0,63.34583028799949,0.0,0.0,63.34583028799949,262.4890870747455,12.0,0.0,11.0,0.0,0.0,11.0,12.0
64,2,7101.0,16.0,213.0,1670.0,229.06451612903226,16.0,23.666666666666668,53.87096774193548,229.0625,22.899999999999999,107.0,16.0,19.0,35.0,106.5,17.5,289.76875490904825,0.0,12.918548250050735,59.289199329456217,290.62238574093016,12.469562943423478,31.0,1.0,9.0,31.0,32.0,10.0,99.0,8355.0,335.0,211.0,0.0,49.5,1193.5714285714287,83.75,70.333333333333329,0.0,91.0,1207.7142857142858,49.5,1283.0,88.5,83.0,0.0,98.5,1283.0,0.5,704.65632091981183,31.155858197135252,18.624953392931992,0.0,29.642312100554278,715.76606599117974,2.0,7.0,4.0,3.0,0.0,6.0,7.0,8279.0,0.0,721.0,0.0,0.0,1182.7142857142858,0.0,103.0,0.0,0.0,103.0,1182.7142857142858,1081.0,0.0,73.0,0.0,0.0,73.0,1081.0,710.03776846943936,0.0,63.005668679209222,0.0,0.0,63.005668679209222,710.03776846943936,7.0,0.0,7.0,0.0,0.0,7.0,7.0
65,1,1230.0,435.0,1082.0,6253.0,45.555555555555557,33.46153846153846,27.050000000000001,97.703125,42.921875,29.745098039215687,28.0,37.0,21.5,59.5,33.5,23.0,43.698744225819354,21.73127977616733,16.232606075427324,89.133270949934143,37.387875995894376,19.570729581774348,27.0,13.0,40.0,64.0,64.0,51.0,3836.0,3763.0,1356.0,43.0,2.0,174.36363636363637,156.79166666666666,61.636363636363633,43.0,2.0,63.590909090909093,330.47826086956519,176.0,145.0,57.5,43.0,2.0,62.5,298.0,76.478485064009675,118.22858480033028,24.440178273686683,0.0,0.0,24.827878558568152,197.76992991752843,22.0,24.0,22.0,1.0,1.0,22.0,23.0,6782.0,0.0,2218.0,0.0,0.0,260.84615384615387,0.0,85.307692307692307,0.0,0.0,85.307692307692307,260.84615384615387,217.0,0.0,63.5,0.0,0.0,63.5,217.0,170.5436313015376,0.0,74.879785312998251,0.0,0.0,74.879785312998251,170.5436313015376,26.0,0.0,26.0,0.0,0.0,26.0,26.0
65,2,2010.0,281.0,501.0,6208.0,83.75,28.100000000000001,33.399999999999999,141.09090909090909,64.930232558139537,32.583333333333336,56.5,28.5,34.0,86.5,44.0,33.0,79.024916956615655,13.52368293032634,19.791580701567693,141.95050644852145,65.36388140991302,18.988849066988998,24.0,10.0,15.0,44.0,43.0,24.0,649.0,7809.0,542.0,0.0,0.0,64.900000000000006,600.69230769230774,60.222222222222221,0.0,0.0,60.222222222222221,845.79999999999995,60.0,417.0,47.0,0.0,0.0,47.0,723.5,60.439142945611003,589.9130815526828,26.527879580956494,0.0,0.0,26.527879580956494,559.86744859832663,10.0,13.0,9.0,0.0,0.0,9.0,10.0,6909.0,0.0,2091.0,0.0,0.0,276.36000000000001,0.0,83.640000000000001,0.0,0.0,83.640000000000001,276.36000000000001,196.0,0.0,53.0,0.0,0.0,53.0,196.0,210.48437091622745,0.0,104.24658459633103,0.0,0.0,104.24658459633103,210.48437091622745,25.0,0.0,25.0,0.0,0.0,25.0,25.0
66,1,1635.0,1899.0,1304.0,4162.0,35.543478260869563,35.830188679245282,28.347826086956523,42.469387755102041,48.868686868686872,36.816091954022987,26.0,28.0,23.5,34.0,28.0,26.0,29.348510459009173,28.58864786513789,19.175638293672371,31.391928015385023,66.25534420444454,39.038598269432264,46.0,53.0,46.0,98.0,99.0,87.0,2251.0,5043.0,1639.0,67.0,0.0,125.05555555555556,296.64705882352939,96.411764705882348,67.0,0.0,100.35294117647059,405.22222222222223,112.5,129.0,67.0,67.0,0.0,67.0,243.5,66.765320524141572,369.89218479673571,65.365091262151111,0.0,0.0,70.589901941108849,410.54510586611224,18.0,17.0,17.0,1.0,0.0,17.0,18.0,7536.0,0.0,1464.0,0.0,0.0,502.39999999999998,0.0,97.599999999999994,0.0,0.0,97.599999999999994,502.39999999999998,291.0,0.0,71.0,0.0,0.0,71.0,291.0,461.37545087126887,0.0,84.389414818052472,0.0,0.0,84.389414818052472,461.37545087126887,15.0,0.0,15.0,0.0,0.0,15.0,15.0
66,2,1664.0,3753.0,308.0,3275.0,36.173913043478258,63.610169491525426,23.692307692307693,38.081395348837212,65.804597701149419,62.476923076923079,22.5,50.0,15.0,26.5,45.0,49.0,48.167418334761486,53.288157157023278,17.040154456615863,30.259426790355899,63.053861135924905,52.33563507042647,46.0,59.0,13.0,86.0,87.0,65.0,562.0,7981.0,352.0,105.0,0.0,187.33333333333334,886.77777777777783,50.285714285714285,105.0,0.0,57.125,949.22222222222217,106.0,756.0,46.0,105.0,0.0,48.0,862.0,144.23437716285099,745.16750954664599,20.161592097807336,0.0,0.0,26.136361166007788,736.42134343168539,3.0,9.0,7.0,1.0,0.0,8.0,9.0,7805.0,0.0,1195.0,0.0,0.0,867.22222222222217,0.0,149.375,0.0,0.0,149.375,867.22222222222217,709.0,0.0,114.5,0.0,0.0,114.5,709.0,656.60131278471965,0.0,124.48487608942702,0.0,0.0,124.48487608942702,656.60131278471965,9.0,0.0,8.0,0.0,0.0,8.0,9.0
67,1,1182.0,1064.0,2117.0,4637.0,36.9375,62.588235294117645,51.634146341463413,72.453125,67.123076923076923,63.619999999999997,30.0,48.0,37.0,52.0,36.0,42.5,25.843202080044183,45.536099220068586,44.265692324351996,60.902824669586344,88.206315436255679,67.701961566855644,32.0,17.0,41.0,64.0,65.0,50.0,2052.0,5115.0,1833.0,0.0,0.0,128.25,319.6875,122.2,0.0,0.0,122.2,447.9375,110.0,309.5,100.0,0.0,0.0,100.0,432.0,78.446239552957536,215.97213904517869,64.484830257459265,0.0,0.0,64.484830257459265,281.01100262044901,16.0,16.0,15.0,0.0,0.0,15.0,16.0,7196.0,0.0,1804.0,0.0,0.0,449.75,0.0,120.26666666666667,0.0,0.0,120.26666666666667,449.75,400.0,0.0,75.0,0.0,0.0,75.0,400.0,256.46064512903337,0.0,99.153394069772304,0.0,0.0,99.153394069772304,256.46064512903337,16.0,0.0,15.0,0.0,0.0,15.0,16.0
67,2,2319.0,1240.0,3397.0,2044.0,82.821428571428569,59.047619047619051,79.0,44.434782608695649,148.0,90.921568627450981,65.5,47.0,56.0,34.5,88.0,64.0,74.001473716709853,49.280998164052555,66.2812892325246,37.637084033144198,155.43063035021066,82.176005070240009,28.0,21.0,43.0,46.0,47.0,51.0,506.0,8200.0,294.0,0.0,0.0,101.2,1640.0,73.5,0.0,0.0,73.5,1741.2,91.0,1607.0,74.0,0.0,0.0,74.0,1663.0,44.210406014873918,839.70423364420401,24.387496796514398,0.0,0.0,24.387496796514398,873.55489810314725,5.0,5.0,4.0,0.0,0.0,4.0,5.0,8661.0,0.0,339.0,0.0,0.0,1732.2,0.0,84.75,0.0,0.0,84.75,1732.2,1596.0,0.0,65.5,0.0,0.0,65.5,1596.0,853.70238373803318,0.0,39.378769660821042,0.0,0.0,39.378769660821042,853.70238373803318,5.0,0.0,4.0,0.0,0.0,4.0,5.0
68,1,3196.0,2559.0,190.0,3055.0,86.378378378378372,69.162162162162161,27.142857142857142,74.512195121951223,141.54761904761904,67.048780487804876,59.0,48.0,26.0,48.0,94.5,48.0,72.849104077798444,59.874424226092863,12.099924101634114,62.953378781916761,165.1093724634778,57.491017843304284,37.0,37.0,7.0,41.0,42.0,41.0,2833.0,4491.0,1495.0,71.0,110.0,149.10526315789474,204.13636363636363,71.19047619047619,35.5,110.0,71.181818181818187,323.21739130434781,69.0,180.5,66.0,35.5,110.0,66.5,277.0,226.67177632609111,126.26605944827394,28.638334361679238,0.5,0.0,27.97992196304077,251.73138833180019,19.0,22.0,21.0,2.0,1.0,22.0,23.0,6551.0,0.0,2449.0,0.0,0.0,409.4375,0.0,153.0625,0.0,0.0,153.0625,409.4375,323.0,0.0,75.0,0.0,0.0,75.0,323.0,284.74417657565886,0.0,228.10153132706057,0.0,0.0,228.10153132706057,284.74417657565886,16.0,0.0,16.0,0.0,0.0,16.0,16.0
68,2,4050.0,1340.0,1317.0,2293.0,106.57894736842105,46.206896551724135,94.071428571428569,57.325000000000003,163.58536585365854,71.810810810810807,85.5,39.0,40.0,41.0,147.0,43.0,93.558209175652379,31.555511361173668,135.50828350310982,45.219679067857172,182.47044205806634,94.278436913804171,38.0,29.0,14.0,40.0,41.0,37.0,1351.0,7197.0,360.0,0.0,92.0,337.75,1028.1428571428571,72.0,0.0,92.0,72.0,1440.0,110.5,858.0,61.0,0.0,92.0,61.0,1336.0,454.35469349397061,603.23850496926264,20.755722102591371,0.0,0.0,20.755722102591371,833.79293992373584,4.0,7.0,5.0,0.0,1.0,5.0,6.0,6660.0,0.0,2340.0,0.0,0.0,951.42857142857144,0.0,390.0,0.0,0.0,390.0,951.42857142857144,986.0,0.0,234.0,0.0,0.0,234.0,986.0,599.8525669202528,0.0,394.8856374530057,0.0,0.0,394.8856374530057,599.8525669202528,7.0,0.0,6.0,0.0,0.0,6.0,7.0
69,1,1252.0,3337.0,2550.0,1861.0,35.771428571428572,51.338461538461537,41.803278688524593,24.813333333333333,93.934210526315795,73.587500000000006,27.0,42.0,36.0,19.0,55.5,52.0,23.359410112764547,36.640573107323746,29.645346120888025,21.327724262617007,93.088432138805217,63.861313357540652,35.0,65.0,61.0,75.0,76.0,80.0,963.0,5155.0,1853.0,122.0,907.0,68.785714285714292,198.26923076923077,80.565217391304344,40.666666666666664,47.736842105263158,79.0,270.19230769230768,40.5,154.5,72.0,34.0,39.0,72.0,196.5,63.004737431208383,160.2208950390073,39.745742005420361,32.998316455372219,24.315561630283639,39.011793088757152,194.47958548803427,14.0,26.0,23.0,3.0,19.0,25.0,26.0,7738.0,0.0,1262.0,0.0,0.0,286.59259259259261,0.0,48.53846153846154,0.0,0.0,48.53846153846154,286.59259259259261,259.0,0.0,34.5,0.0,0.0,34.5,259.0,214.35921033685821,0.0,44.414334804144872,0.0,0.0,44.414334804144872,214.35921033685821,27.0,0.0,26.0,0.0,0.0,26.0,27.0
69,2,2873.0,934.0,4335.0,858.0,42.880597014925371,44.476190476190474,61.928571428571431,17.875,166.16326530612244,71.202702702702709,29.0,36.0,44.0,12.5,64.0,47.5,41.80249310142063,28.489963224531326,61.768767287723129,20.674687623597443,235.89035389079717,68.673134864769793,67.0,21.0,70.0,48.0,49.0,74.0,271.0,8080.0,430.0,143.0,76.0,67.75,538.66666666666663,43.0,28.600000000000001,76.0,47.75,648.23076923076928,46.0,382.0,39.5,28.0,76.0,41.5,612.0,52.255980518979833,348.88711959919391,14.184498581197715,7.9145435749637523,0.0,12.839554769020095,300.41769738051102,4.0,15.0,10.0,5.0,1.0,12.0,13.0,7989.0,0.0,1011.0,0.0,0.0,380.42857142857144,0.0,50.549999999999997,0.0,0.0,50.549999999999997,380.42857142857144,269.0,0.0,25.0,0.0,0.0,25.0,269.0,421.62198951290043,0.0,70.492180417405152,0.0,0.0,70.492180417405152,421.62198951290043,21.0,0.0,20.0,0.0,0.0,20.0,21.0
70,1,764.0,1619.0,1618.0,4999.0,33.217391304347828,59.962962962962962,33.708333333333336,70.408450704225359,56.352112676056336,53.065573770491802,25.0,52.0,28.5,47.0,43.0,39.0,24.555096029557571,39.102412051661055,23.222616789577252,65.552597409844466,46.310069051304602,43.084693129321892,23.0,27.0,48.0,71.0,71.0,61.0,3575.0,4065.0,1360.0,0.0,0.0,162.5,184.77272727272728,64.761904761904759,0.0,0.0,64.761904761904759,347.27272727272725,152.5,142.0,58.0,0.0,0.0,58.0,281.0,115.28610655077378,148.66800469446918,32.381512600195869,0.0,0.0,32.381512600195869,226.27742060218947,22.0,22.0,21.0,0.0,0.0,21.0,22.0,6423.0,0.0,2577.0,0.0,0.0,291.95454545454544,0.0,122.71428571428571,0.0,0.0,122.71428571428571,291.95454545454544,201.5,0.0,95.0,0.0,0.0,95.0,201.5,229.20306147263776,0.0,101.79865414824775,0.0,0.0,101.79865414824775,229.20306147263776,22.0,0.0,21.0,0.0,0.0,21.0,22.0
70,2,512.0,276.0,5381.0,2831.0,46.545454545454547,55.200000000000003,88.213114754098356,47.18333333333333,102.81666666666666,92.73770491803279,30.0,54.0,60.0,39.5,71.5,62.0,33.098650443137785,41.844473948181019,87.584547397114079,37.931733270296114,94.684826603257221,92.283401992217378,11.0,5.0,61.0,60.0,60.0,61.0,435.0,7716.0,394.0,0.0,455.0,145.0,857.33333333333337,49.25,0.0,151.66666666666666,49.25,956.22222222222217,139.0,752.0,45.0,0.0,99.0,45.0,752.0,21.648710508172691,686.39994819994615,16.414551471179468,0.0,81.655101221880528,16.414551471179468,669.37811566288531,3.0,9.0,8.0,0.0,3.0,8.0,9.0,7594.0,0.0,1406.0,0.0,0.0,632.83333333333337,0.0,127.81818181818181,0.0,0.0,127.81818181818181,632.83333333333337,320.5,0.0,91.0,0.0,0.0,91.0,320.5,694.73314221281316,0.0,94.894025275872082,0.0,0.0,94.894025275872082,694.73314221281316,12.0,0.0,11.0,0.0,0.0,11.0,12.0
71,1,212.0,938.0,1452.0,6398.0,30.285714285714285,40.782608695652172,22.338461538461537,78.024390243902445,31.73170731707317,29.875,20.0,27.0,18.0,46.0,21.0,20.0,21.116779284420691,32.150402691019394,19.441649916591182,76.353793907967614,31.500309243734762,29.672114434263023,7.0,23.0,65.0,82.0,82.0,80.0,2224.0,5169.0,1559.0,48.0,0.0,148.26666666666668,323.0625,119.92307692307692,48.0,0.0,114.78571428571429,492.86666666666667,116.0,230.0,94.0,48.0,0.0,91.0,399.0,104.22313669345317,260.83674701573398,58.380003871796774,0.0,0.0,59.227380940416602,314.65894058311596,15.0,16.0,13.0,1.0,0.0,14.0,15.0,6798.0,0.0,2202.0,0.0,0.0,453.19999999999999,0.0,157.28571428571428,0.0,0.0,157.28571428571428,453.19999999999999,342.0,0.0,124.0,0.0,0.0,124.0,342.0,298.34280059466266,0.0,117.99723275897411,0.0,0.0,117.99723275897411,298.34280059466266,15.0,0.0,14.0,0.0,0.0,14.0,15.0
71,2,256.0,1777.0,2947.0,4020.0,42.666666666666664,55.53125,44.651515151515149,56.619718309859152,70.140845070422529,65.611111111111114,35.0,38.0,38.0,42.0,46.0,48.5,33.199732261303289,44.842073139379941,35.06206290679534,42.61698603271001,77.435533528264543,54.109856248283251,6.0,32.0,66.0,71.0,71.0,72.0,1038.0,7412.0,403.0,0.0,147.0,207.59999999999999,1482.4000000000001,100.75,0.0,147.0,100.75,1719.4000000000001,155.0,1365.0,84.5,0.0,147.0,84.5,1492.0,132.23554741445281,548.31180910135424,41.751496979150339,0.0,0.0,41.751496979150339,642.10734305098856,5.0,5.0,4.0,0.0,1.0,4.0,5.0,7959.0,0.0,1041.0,0.0,0.0,1326.5,0.0,208.19999999999999,0.0,0.0,208.19999999999999,1326.5,1356.5,0.0,158.0,0.0,0.0,158.0,1356.5,777.36322483979995,0.0,134.92427505827112,0.0,0.0,134.92427505827112,777.36322483979995,6.0,0.0,5.0,0.0,0.0,5.0,6.0
