Dyad,Cov,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_BodyOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_BodyOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_BodyOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_BodyOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_BodyOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min,S_BodyOnly_Min,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,H_NoSpeak_Max,H_Typing_Max,H_Speaking_Max,H_SSS_Max,H_Hovering_Max,H_Sound_Max,H_NoSound_Max,H_NoSpeak_Min,H_Typing_Min,H_Speaking_Min,H_SSS_Min,H_Hovering_Min,H_Sound_Min,H_NoSound_Min,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency,S_NoSpeak_Max,S_Typing_Max,S_Speaking_Max,S_SSS_Max,S_Hovering_Max,S_Sound_Max,S_NoSound_Max,S_NoSpeak_Min,S_Typing_Min,S_Speaking_Min,S_SSS_Min,S_Hovering_Min,S_Sound_Min,S_NoSound_Min
31,1,4013.0,3061.0,747.0,1179.0,63.698412698412696,45.014705882352942,24.096774193548388,20.684210526315791,134.84482758620689,52.888888888888886,26.383561643835616,34.0,34.0,19.0,18.0,65.0,34.0,19.0,64.561926693933586,34.483368816191593,15.683060182596602,13.915985878593817,166.79905334678634,57.565314487968926,19.660564894535135,63.0,68.0,31.0,57.0,58.0,72.0,73.0,290.0,173.0,60.0,79.0,892.0,369.0,121.0,9.0,4.0,6.0,5.0,4.0,4.0,5.0,2703.0,4756.0,1495.0,46.0,0.0,128.71428571428572,206.78260869565219,67.954545454545453,46.0,0.0,70.045454545454547,324.30434782608694,80.0,139.0,61.5,46.0,0.0,61.5,235.0,114.98949966850714,200.09453342417473,30.660127012616108,0.0,0.0,37.136697450374619,244.30619326585423,21.0,23.0,22.0,1.0,0.0,22.0,23.0,395.0,865.0,151.0,46.0,0.0,197.0,890.0,1.0,18.0,35.0,46.0,0.0,35.0,1.0,7568.0,0.0,1432.0,0.0,0.0,540.57142857142856,0.0,110.15384615384616,0.0,0.0,110.15384615384616,540.57142857142856,444.0,0.0,84.0,0.0,0.0,84.0,444.0,341.03785175040412,0.0,79.688669355615673,0.0,0.0,79.688669355615673,341.03785175040412,14.0,0.0,13.0,0.0,0.0,13.0,14.0,1494.0,0.0,266.0,0.0,0.0,266.0,1494.0,175.0,0.0,25.0,0.0,0.0,25.0,175.0
31,2,5036.0,1913.0,442.0,1609.0,78.6875,37.509803921568626,21.047619047619047,24.014925373134329,108.69117647058823,41.315789473684212,26.636363636363637,36.5,29.0,18.0,18.0,60.0,29.0,22.0,141.54083719460613,36.605138688344368,10.408221066043765,18.346167632109861,156.57823240579069,44.606331819729569,18.284838010290759,64.0,51.0,21.0,67.0,68.0,57.0,77.0,984.0,227.0,49.0,101.0,1078.0,227.0,101.0,7.0,6.0,8.0,5.0,7.0,6.0,5.0,388.0,8049.0,466.0,97.0,0.0,55.428571428571431,670.75,51.777777777777779,48.5,0.0,51.18181818181818,703.08333333333337,55.0,651.0,50.0,48.5,0.0,50.0,681.0,20.652617564001371,346.93854523051584,13.155292790168593,11.5,0.0,12.932117746969659,328.41398121206038,7.0,12.0,9.0,2.0,0.0,11.0,12.0,95.0,1362.0,77.0,60.0,0.0,77.0,1362.0,23.0,225.0,33.0,37.0,0.0,33.0,248.0,6312.0,0.0,2688.0,0.0,0.0,485.53846153846155,0.0,224.0,0.0,0.0,224.0,485.53846153846155,322.0,0.0,113.5,0.0,0.0,113.5,322.0,374.52998552742287,0.0,293.89794146948361,0.0,0.0,293.89794146948361,374.52998552742287,13.0,0.0,12.0,0.0,0.0,12.0,13.0,1297.0,0.0,1088.0,0.0,0.0,1088.0,1297.0,65.0,0.0,16.0,0.0,0.0,16.0,65.0
32,1,1707.0,1996.0,2059.0,3238.0,51.727272727272727,37.660377358490564,38.129629629629626,33.729166666666664,60.020833333333336,47.705882352941174,74.605633802816897,44.0,28.0,28.5,24.0,41.0,33.0,47.0,33.924401450491423,26.852457388144735,34.805835130364066,27.142939216406827,61.165243937813429,42.949991037295995,70.118306237877107,33.0,53.0,54.0,96.0,96.0,85.0,71.0,134.0,141.0,189.0,167.0,435.0,243.0,318.0,14.0,4.0,6.0,6.0,6.0,4.0,6.0,2466.0,5087.0,1447.0,0.0,0.0,205.5,391.30769230769232,120.58333333333333,0.0,0.0,120.58333333333333,629.41666666666663,175.0,262.0,100.0,0.0,0.0,100.0,568.0,118.39235617217862,387.81248137477365,79.799183719021983,0.0,0.0,79.799183719021983,362.7679373771735,12.0,13.0,12.0,0.0,0.0,12.0,12.0,408.0,1450.0,335.0,0.0,0.0,335.0,1505.0,55.0,32.0,35.0,0.0,0.0,35.0,132.0,6920.0,0.0,2080.0,0.0,0.0,532.30769230769226,0.0,173.33333333333334,0.0,0.0,173.33333333333334,532.30769230769226,395.0,0.0,133.5,0.0,0.0,133.5,395.0,431.10027115159909,0.0,123.27025413925111,0.0,0.0,123.27025413925111,431.10027115159909,13.0,0.0,12.0,0.0,0.0,12.0,13.0,1523.0,0.0,424.0,0.0,0.0,424.0,1523.0,110.0,0.0,25.0,0.0,0.0,25.0,110.0
32,2,4214.0,2137.0,1601.0,1048.0,117.05555555555556,57.756756756756758,45.74285714285714,25.560975609756099,189.33333333333334,70.528301886792448,69.71052631578948,106.5,40.0,32.0,22.0,162.0,55.0,42.0,82.904209933460905,50.978217608724357,31.539854929590149,12.501802368571491,175.55214483325332,59.921207312567198,63.484315466493833,36.0,37.0,35.0,41.0,42.0,53.0,38.0,316.0,296.0,159.0,73.0,796.0,296.0,273.0,9.0,8.0,13.0,8.0,9.0,12.0,17.0,0.0,8480.0,104.0,416.0,0.0,0.0,1211.4285714285713,104.0,69.333333333333329,0.0,74.285714285714292,1211.4285714285713,0.0,1277.0,104.0,62.0,0.0,78.0,1277.0,0.0,883.41186918234519,0.0,29.369296136536125,0.0,29.773978503357043,883.41186918234519,0.0,7.0,1.0,6.0,0.0,7.0,7.0,0.0,2995.0,104.0,117.0,0.0,117.0,2995.0,0.0,219.0,104.0,38.0,0.0,38.0,219.0,7775.0,0.0,1225.0,0.0,0.0,863.88888888888891,0.0,153.125,0.0,0.0,153.125,863.88888888888891,711.0,0.0,87.0,0.0,0.0,87.0,711.0,726.06296703437874,0.0,150.71034926308147,0.0,0.0,150.71034926308147,726.06296703437874,9.0,0.0,8.0,0.0,0.0,8.0,9.0,2124.0,0.0,510.0,0.0,0.0,510.0,2124.0,37.0,0.0,21.0,0.0,0.0,21.0,37.0
33,1,2028.0,820.0,1437.0,4715.0,45.06666666666667,30.37037037037037,26.611111111111111,54.825581395348834,49.825581395348834,30.917808219178081,90.470588235294116,38.0,25.0,22.5,43.5,40.5,25.0,68.5,40.142191713402447,16.193615907484102,16.370045664619521,42.81034211617375,41.109380998226278,20.816059017122239,80.09580120232404,45.0,27.0,54.0,86.0,86.0,73.0,68.0,203.0,66.0,67.0,234.0,220.0,102.0,468.0,8.0,7.0,5.0,1.0,7.0,5.0,1.0,2835.0,4647.0,1518.0,0.0,0.0,118.125,178.73076923076923,60.719999999999999,0.0,0.0,60.719999999999999,287.76923076923077,104.5,138.0,48.0,0.0,0.0,48.0,239.5,56.5724553854023,171.78688892665991,47.164834357813653,0.0,0.0,47.164834357813653,198.23826140284746,24.0,26.0,25.0,0.0,0.0,25.0,26.0,236.0,879.0,245.0,0.0,0.0,245.0,973.0,29.0,25.0,21.0,0.0,0.0,21.0,62.0,7315.0,0.0,1685.0,0.0,0.0,292.60000000000002,0.0,70.208333333333329,0.0,0.0,70.208333333333329,292.60000000000002,262.0,0.0,43.0,0.0,0.0,43.0,262.0,226.05486059804156,0.0,58.723206065026424,0.0,0.0,58.723206065026424,226.05486059804156,25.0,0.0,24.0,0.0,0.0,24.0,25.0,1186.0,0.0,241.0,0.0,0.0,241.0,1186.0,69.0,0.0,12.0,0.0,0.0,12.0,69.0
33,2,2495.0,1207.0,2962.0,2336.0,62.375,46.42307692307692,45.569230769230771,39.593220338983052,111.06666666666666,65.140625,99.962264150943398,41.0,34.0,40.0,28.0,73.5,51.0,55.0,58.130752403525619,38.480937415539891,33.416241666300415,31.469715678468628,119.85684053162014,61.854382218314775,101.90709092001048,40.0,26.0,65.0,59.0,60.0,64.0,53.0,210.0,169.0,149.0,126.0,649.0,372.0,474.0,7.0,7.0,6.0,6.0,8.0,7.0,12.0,744.0,7879.0,377.0,0.0,0.0,106.28571428571429,787.89999999999998,41.888888888888886,0.0,0.0,41.888888888888886,862.29999999999995,81.0,809.5,36.0,0.0,0.0,36.0,885.5,73.023898799765334,415.95972160775375,16.326151104180777,0.0,0.0,16.326151104180777,409.86974760282078,7.0,10.0,9.0,0.0,0.0,9.0,10.0,252.0,1513.0,69.0,0.0,0.0,69.0,1566.0,37.0,241.0,23.0,0.0,0.0,23.0,292.0,8094.0,0.0,906.0,0.0,0.0,735.81818181818187,0.0,90.599999999999994,0.0,0.0,90.599999999999994,735.81818181818187,799.0,0.0,44.0,0.0,0.0,44.0,799.0,436.37573846854377,0.0,99.788977347200031,0.0,0.0,99.788977347200031,436.37573846854377,11.0,0.0,10.0,0.0,0.0,10.0,11.0,1654.0,0.0,314.0,0.0,0.0,314.0,1654.0,159.0,0.0,20.0,0.0,0.0,20.0,159.0
34,1,3367.0,1050.0,1189.0,3394.0,70.145833333333329,42.0,39.633333333333333,57.525423728813557,93.433333333333337,54.609756097560975,75.131147540983605,52.0,35.0,32.5,43.0,51.0,44.0,58.0,80.664425653271849,28.964806231010765,34.727014780363078,51.809741879631211,127.63324627837198,50.170868064839539,59.147904473456897,48.0,25.0,30.0,59.0,60.0,41.0,61.0,497.0,136.0,169.0,259.0,822.0,277.0,259.0,8.0,9.0,4.0,6.0,4.0,4.0,10.0,3264.0,4053.0,1593.0,90.0,0.0,141.91304347826087,168.875,75.857142857142861,45.0,0.0,73.173913043478265,304.875,135.0,118.0,58.0,45.0,0.0,55.0,231.5,86.912206099017595,183.10022585549515,48.52616938978656,6.0,0.0,47.20966387244205,230.11832327811999,23.0,24.0,21.0,2.0,0.0,23.0,24.0,382.0,749.0,211.0,51.0,0.0,211.0,944.0,44.0,16.0,32.0,39.0,0.0,32.0,77.0,6421.0,0.0,2579.0,0.0,0.0,267.54166666666669,0.0,112.1304347826087,0.0,0.0,112.1304347826087,267.54166666666669,208.0,0.0,82.0,0.0,0.0,82.0,208.0,223.57790945713356,0.0,87.805766052036006,0.0,0.0,87.805766052036006,223.57790945713356,24.0,0.0,23.0,0.0,0.0,23.0,24.0,911.0,0.0,322.0,0.0,0.0,322.0,911.0,37.0,0.0,32.0,0.0,0.0,32.0,37.0
34,2,3081.0,616.0,1706.0,3597.0,71.651162790697668,38.5,32.807692307692307,45.531645569620252,67.537499999999994,39.355932203389834,94.696428571428569,48.0,29.0,25.5,32.0,40.5,26.0,74.5,75.615269689896792,24.279621084357967,28.304687340505762,39.587696414652399,68.335192937095002,34.922074370923113,78.899782645648727,43.0,16.0,52.0,79.0,80.0,59.0,56.0,415.0,111.0,144.0,187.0,415.0,193.0,369.0,7.0,15.0,2.0,5.0,2.0,2.0,7.0,1276.0,7282.0,442.0,0.0,0.0,159.5,809.11111111111109,63.142857142857146,0.0,0.0,63.142857142857146,1069.75,120.5,311.0,61.0,0.0,0.0,61.0,543.5,119.61396239570028,858.16670802672843,21.996289111890615,0.0,0.0,21.996289111890615,945.35545563560379,8.0,9.0,7.0,0.0,0.0,7.0,8.0,458.0,2564.0,100.0,0.0,0.0,100.0,2674.0,55.0,32.0,37.0,0.0,0.0,37.0,270.0,7315.0,0.0,1685.0,0.0,0.0,914.375,0.0,240.71428571428572,0.0,0.0,240.71428571428572,914.375,413.0,0.0,252.0,0.0,0.0,252.0,413.0,956.42092426661179,0.0,124.25516866020307,0.0,0.0,124.25516866020307,956.42092426661179,8.0,0.0,7.0,0.0,0.0,7.0,8.0,2667.0,0.0,469.0,0.0,0.0,469.0,2667.0,24.0,0.0,73.0,0.0,0.0,73.0,24.0
35,1,2900.0,2315.0,543.0,3242.0,60.416666666666664,44.519230769230766,45.25,44.410958904109592,77.810810810810807,46.852459016393439,56.492537313432834,37.0,31.5,36.5,30.0,51.5,34.0,38.0,61.758883751426588,36.746789699978386,37.625622918431532,38.982903037325087,75.893537750690996,39.093346071524664,55.235553425477299,48.0,52.0,12.0,73.0,74.0,61.0,67.0,276.0,203.0,136.0,194.0,381.0,203.0,313.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,4166.0,3278.0,1481.0,75.0,0.0,260.375,182.11111111111111,105.78571428571429,75.0,0.0,103.73333333333333,465.25,245.5,121.5,97.5,75.0,0.0,96.0,458.0,205.37705415892984,141.71092990422787,45.643304267874782,0.0,0.0,44.759306915495863,282.74226337779783,16.0,18.0,14.0,1.0,0.0,15.0,16.0,706.0,607.0,221.0,75.0,0.0,221.0,1105.0,38.0,30.0,49.0,75.0,0.0,49.0,30.0,4446.0,0.0,4554.0,0.0,0.0,404.18181818181819,0.0,414.0,0.0,0.0,414.0,404.18181818181819,414.0,0.0,390.0,0.0,0.0,390.0,414.0,205.89530357212584,0.0,205.61039945400708,0.0,0.0,205.61039945400708,205.89530357212584,11.0,0.0,11.0,0.0,0.0,11.0,11.0,752.0,0.0,838.0,0.0,0.0,838.0,752.0,43.0,0.0,44.0,0.0,0.0,44.0,43.0
35,2,3740.0,3067.0,86.0,2107.0,113.33333333333333,98.935483870967744,21.5,60.200000000000003,191.47222222222223,105.09999999999999,60.916666666666664,68.0,72.0,20.0,37.0,130.5,77.5,33.5,110.02910542399243,73.79742782643666,11.280514172678478,78.864730483820935,201.08283065431178,78.055258204257655,80.888597946668469,33.0,31.0,4.0,35.0,36.0,30.0,36.0,423.0,293.0,36.0,413.0,886.0,293.0,413.0,11.0,6.0,10.0,7.0,6.0,6.0,9.0,881.0,7633.0,268.0,218.0,0.0,220.25,954.125,67.0,72.666666666666671,0.0,69.428571428571431,1064.25,224.0,1072.0,59.5,67.0,0.0,64.0,1197.5,194.08422784966325,517.45855812325681,17.874562931719478,18.803073034893938,0.0,18.492138428896464,508.9247857002054,4.0,8.0,4.0,3.0,0.0,7.0,8.0,421.0,1544.0,97.0,98.0,0.0,98.0,1563.0,12.0,21.0,52.0,53.0,0.0,52.0,62.0,4792.0,0.0,4208.0,0.0,0.0,479.19999999999999,0.0,467.55555555555554,0.0,0.0,467.55555555555554,479.19999999999999,455.0,0.0,378.0,0.0,0.0,378.0,455.0,412.99656172902939,0.0,397.48769683576677,0.0,0.0,397.48769683576677,412.99656172902939,10.0,0.0,9.0,0.0,0.0,9.0,10.0,1362.0,0.0,1097.0,0.0,0.0,1097.0,1362.0,37.0,0.0,34.0,0.0,0.0,34.0,37.0
36,1,2640.0,3257.0,1176.0,1927.0,57.391304347826086,56.155172413793103,40.551724137931032,33.224137931034484,119.88135593220339,76.431034482758619,43.097222222222221,43.0,42.0,27.0,22.5,82.0,64.0,26.5,47.500790959487581,42.006075801967242,28.020418917955048,33.773608909022379,122.97169093349413,56.624020755471363,39.609258079611692,46.0,58.0,29.0,58.0,59.0,58.0,72.0,216.0,179.0,109.0,217.0,578.0,317.0,217.0,7.0,12.0,13.0,8.0,7.0,12.0,9.0,1760.0,5502.0,1738.0,0.0,0.0,176.0,550.20000000000005,173.80000000000001,0.0,0.0,173.80000000000001,660.18181818181813,174.5,489.5,184.5,0.0,0.0,184.5,615.0,99.372028257452811,265.66061055414292,64.84720502843588,0.0,0.0,64.84720502843588,347.25359299975526,10.0,10.0,10.0,0.0,0.0,10.0,11.0,378.0,1095.0,296.0,0.0,0.0,296.0,1286.0,15.0,213.0,72.0,0.0,0.0,72.0,94.0,7483.0,0.0,1517.0,0.0,0.0,748.29999999999995,0.0,168.55555555555554,0.0,0.0,168.55555555555554,748.29999999999995,797.5,0.0,151.0,0.0,0.0,151.0,797.5,389.15396695909448,0.0,91.938519446555645,0.0,0.0,91.938519446555645,389.15396695909448,10.0,0.0,9.0,0.0,0.0,9.0,10.0,1358.0,0.0,328.0,0.0,0.0,328.0,1358.0,154.0,0.0,68.0,0.0,0.0,68.0,154.0
36,2,2565.0,2986.0,2262.0,1187.0,65.769230769230774,62.208333333333336,53.857142857142854,31.236842105263158,200.33333333333334,102.90196078431373,49.985507246376812,50.0,49.0,35.5,21.5,122.0,67.0,31.0,53.038187277325889,42.678038035452794,45.431042161023939,26.197061115329948,202.04395730573253,95.206330095603263,43.562213633225284,39.0,48.0,42.0,38.0,39.0,51.0,69.0,303.0,199.0,217.0,130.0,935.0,369.0,217.0,10.0,13.0,13.0,8.0,18.0,16.0,8.0,262.0,8111.0,550.0,77.0,0.0,131.0,1158.7142857142858,91.666666666666671,38.5,0.0,104.5,1196.1428571428571,131.0,1208.0,93.0,38.5,0.0,103.0,1208.0,64.0,660.48871825245851,32.226628051280137,18.5,0.0,48.695482336660348,638.62652366989414,2.0,7.0,6.0,2.0,0.0,6.0,7.0,195.0,2362.0,138.0,57.0,0.0,195.0,2362.0,67.0,103.0,35.0,20.0,0.0,35.0,103.0,8001.0,0.0,999.0,0.0,0.0,1000.125,0.0,142.71428571428572,0.0,0.0,142.71428571428572,1000.125,921.0,0.0,129.0,0.0,0.0,129.0,921.0,744.5440614060393,0.0,91.903232160967292,0.0,0.0,91.903232160967292,744.5440614060393,8.0,0.0,7.0,0.0,0.0,7.0,8.0,2462.0,0.0,333.0,0.0,0.0,333.0,2462.0,65.0,0.0,28.0,0.0,0.0,28.0,65.0
37,1,2912.0,1694.0,451.0,3943.0,45.5,33.880000000000003,17.346153846153847,48.679012345679013,61.670731707317074,30.642857142857142,58.586666666666666,34.5,24.0,12.0,32.0,43.5,21.5,41.0,36.75807734362612,28.836532385153383,17.284813938813699,39.655251130643663,63.996389928298683,27.559305254712953,49.780074550187472,64.0,50.0,26.0,81.0,82.0,70.0,75.0,194.0,156.0,89.0,195.0,371.0,156.0,289.0,6.0,9.0,5.0,9.0,5.0,5.0,6.0,1786.0,5082.0,1557.0,183.0,392.0,119.06666666666666,195.46153846153845,81.94736842105263,91.5,65.333333333333329,82.857142857142861,330.0,91.0,185.0,79.0,91.5,41.5,79.0,339.0,85.650037296482765,123.05790718482929,32.977621892828651,42.5,50.539313630303909,34.115051439121089,168.68582954981457,15.0,26.0,19.0,2.0,6.0,21.0,22.0,315.0,423.0,155.0,134.0,161.0,155.0,671.0,8.0,16.0,33.0,49.0,17.0,33.0,36.0,6636.0,0.0,2364.0,0.0,0.0,245.77777777777777,0.0,87.555555555555557,0.0,0.0,87.555555555555557,245.77777777777777,218.0,0.0,57.0,0.0,0.0,57.0,218.0,176.58873193642222,0.0,79.529790986277519,0.0,0.0,79.529790986277519,176.58873193642222,27.0,0.0,27.0,0.0,0.0,27.0,27.0,694.0,0.0,401.0,0.0,0.0,401.0,694.0,13.0,0.0,12.0,0.0,0.0,12.0,13.0
37,2,4512.0,1169.0,247.0,3072.0,76.474576271186436,32.472222222222221,17.642857142857142,43.885714285714286,83.492957746478879,32.930232558139537,48.808823529411768,52.0,26.0,12.5,29.0,52.0,22.0,33.0,84.483546875217442,26.81260701725456,15.71899280150855,34.618138456654222,86.677949051734686,30.560192490594616,41.298503516877751,59.0,36.0,14.0,70.0,71.0,43.0,68.0,440.0,144.0,69.0,155.0,451.0,178.0,183.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,76.0,8337.0,430.0,61.0,96.0,25.333333333333332,757.90909090909088,47.777777777777779,61.0,48.0,49.100000000000001,773.5454545454545,27.0,514.0,39.0,61.0,48.0,39.5,514.0,13.523641850067197,595.96452831377837,18.407593709467825,0.0,2.0,17.907819521091895,598.20297005985333,3.0,11.0,9.0,1.0,2.0,10.0,11.0,41.0,1946.0,78.0,61.0,50.0,78.0,1946.0,8.0,154.0,31.0,61.0,46.0,31.0,154.0,7127.0,0.0,1873.0,0.0,0.0,182.74358974358975,0.0,48.025641025641029,0.0,0.0,48.025641025641029,182.74358974358975,78.0,0.0,35.0,0.0,0.0,35.0,78.0,245.82260833088748,0.0,40.98310294686322,0.0,0.0,40.98310294686322,245.82260833088748,39.0,0.0,39.0,0.0,0.0,39.0,39.0,1239.0,0.0,209.0,0.0,0.0,209.0,1239.0,14.0,0.0,12.0,0.0,0.0,12.0,14.0
38,1,2083.0,2753.0,1008.0,3156.0,38.574074074074076,58.574468085106382,27.243243243243242,46.411764705882355,87.223880597014926,55.308823529411768,57.041095890410958,27.5,30.0,24.0,39.0,53.0,34.0,46.0,31.24846772649456,72.251553669770942,18.844176683707321,31.09673488350867,97.355146265330802,67.196213424685752,37.150356607431085,54.0,47.0,37.0,68.0,67.0,68.0,73.0,166.0,331.0,101.0,146.0,437.0,357.0,202.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2409.0,5219.0,1372.0,0.0,0.0,172.07142857142858,307.0,91.466666666666669,0.0,0.0,91.466666666666669,476.75,152.0,170.0,85.0,0.0,0.0,85.0,432.5,103.70456959605031,233.80283297231955,41.208197674195311,0.0,0.0,41.208197674195311,303.24381691965294,14.0,17.0,15.0,0.0,0.0,15.0,16.0,399.0,736.0,176.0,0.0,0.0,176.0,1014.0,32.0,33.0,37.0,0.0,0.0,37.0,78.0,7262.0,0.0,1738.0,0.0,0.0,427.1764705882353,0.0,108.625,0.0,0.0,108.625,427.1764705882353,362.0,0.0,72.0,0.0,0.0,72.0,362.0,281.78824659122142,0.0,101.92943331050164,0.0,0.0,101.92943331050164,281.78824659122142,17.0,0.0,16.0,0.0,0.0,16.0,17.0,893.0,0.0,329.0,0.0,0.0,329.0,893.0,90.0,0.0,16.0,0.0,0.0,16.0,90.0
38,2,3230.0,4026.0,529.0,1215.0,68.723404255319153,78.941176470588232,35.266666666666666,31.973684210526315,199.61538461538461,79.912280701754383,37.913043478260867,42.0,61.0,32.0,24.5,127.0,61.0,30.5,70.045183632518047,53.78840598329495,20.605716574668197,25.429455405416498,190.75122950635313,57.50950514930291,30.405824732997488,47.0,51.0,15.0,38.0,39.0,57.0,46.0,339.0,212.0,98.0,126.0,707.0,252.0,177.0,12.0,12.0,14.0,8.0,12.0,12.0,8.0,1966.0,6343.0,691.0,0.0,0.0,280.85714285714283,634.29999999999995,76.777777777777771,0.0,0.0,76.777777777777771,830.89999999999998,284.0,740.0,66.0,0.0,0.0,66.0,813.0,161.29691217612017,390.79893807429926,26.724012414047646,0.0,0.0,26.724012414047646,518.27337380961399,7.0,10.0,9.0,0.0,0.0,9.0,10.0,548.0,1279.0,128.0,0.0,0.0,128.0,1827.0,73.0,23.0,37.0,0.0,0.0,37.0,23.0,6900.0,0.0,2100.0,0.0,0.0,690.0,0.0,210.0,0.0,0.0,210.0,690.0,771.5,0.0,259.0,0.0,0.0,259.0,771.5,426.87562591462165,0.0,170.03117361237025,0.0,0.0,170.03117361237025,426.87562591462165,10.0,0.0,10.0,0.0,0.0,10.0,10.0,1482.0,0.0,525.0,0.0,0.0,525.0,1482.0,44.0,0.0,8.0,0.0,0.0,8.0,44.0
41,1,857.0,341.0,3809.0,3993.0,34.280000000000001,28.416666666666668,92.902439024390247,68.84482758620689,86.327586206896555,84.693877551020407,222.91428571428571,32.0,18.5,52.0,40.0,47.0,50.0,133.0,24.481045729298412,22.731983097731607,77.458660848175157,62.606819537143714,100.04005886109935,75.528398249317149,206.64177028009075,25.0,12.0,41.0,58.0,58.0,49.0,35.0,104.0,77.0,287.0,301.0,501.0,287.0,729.0,1.0,10.0,13.0,8.0,9.0,11.0,16.0,2495.0,3929.0,1545.0,135.0,896.0,131.31578947368422,130.96666666666667,70.227272727272734,45.0,47.157894736842103,70.0,292.80000000000001,103.0,126.0,69.0,45.0,38.0,69.0,242.0,92.421262438318394,92.319908771377996,31.47861007989367,19.595917942265423,39.233797403842544,29.68304791178516,191.47678710486031,19.0,30.0,22.0,3.0,19.0,24.0,25.0,368.0,382.0,148.0,69.0,156.0,148.0,838.0,26.0,20.0,29.0,21.0,9.0,31.0,67.0,6505.0,0.0,2495.0,0.0,0.0,382.64705882352939,0.0,146.76470588235293,0.0,0.0,146.76470588235293,382.64705882352939,306.0,0.0,84.0,0.0,0.0,84.0,306.0,377.96622027347905,0.0,131.0206671671057,0.0,0.0,131.0206671671057,377.96622027347905,17.0,0.0,17.0,0.0,0.0,17.0,17.0,1607.0,0.0,456.0,0.0,0.0,456.0,1607.0,29.0,0.0,9.0,0.0,0.0,9.0,29.0
