Dyad,CoderGender,SorH,Conv,Distant,Aloof,Unsociable,Introverted,Antisocial
71.0,1.0,2.0,3.0,30.833333333333332,38.333333333333336,24.166666666666668,37.5,34.166666666666664
72.0,1.0,2.0,1.0,41.666666666666664,40.0,43.333333333333336,51.666666666666664,44.166666666666664
72.0,1.0,2.0,2.0,35.833333333333336,35.833333333333336,35.0,47.5,44.166666666666664
72.0,1.0,2.0,3.0,39.166666666666664,45.0,31.666666666666668,44.166666666666664,43.333333333333336
73.0,1.0,2.0,1.0,45.0,41.666666666666664,43.333333333333336,43.333333333333336,40.0
73.0,1.0,2.0,2.0,42.5,39.166666666666664,37.5,39.166666666666664,35.0
73.0,1.0,2.0,3.0,40.833333333333336,40.0,44.166666666666664,45.833333333333336,36.666666666666664
74.0,1.0,2.0,1.0,49.166666666666664,50.833333333333336,44.166666666666664,46.666666666666664,41.666666666666664
74.0,1.0,2.0,2.0,59.166666666666664,55.0,52.5,54.166666666666664,49.166666666666664
74.0,1.0,2.0,3.0,39.5,38.333333333333336,34.166666666666664,31.666666666666668,35.833333333333336
75.0,1.0,2.0,1.0,47.5,41.666666666666664,47.5,50.0,40.833333333333336
75.0,1.0,2.0,2.0,41.666666666666664,37.5,32.5,39.166666666666664,40.0
75.0,1.0,2.0,3.0,39.166666666666664,35.833333333333336,42.5,47.5,36.0
76.0,1.0,2.0,1.0,45.0,42.5,42.5,39.166666666666664,39.166666666666664
76.0,1.0,2.0,2.0,44.166666666666664,31.666666666666668,40.0,34.166666666666664,37.5
76.0,1.0,2.0,3.0,45.833333333333336,43.333333333333336,38.333333333333336,41.666666666666664,32.5
77.0,1.0,2.0,1.0,48.333333333333336,42.5,41.666666666666664,58.333333333333336,46.666666666666664
77.0,1.0,2.0,2.0,45.833333333333336,44.166666666666664,40.833333333333336,47.5,43.333333333333336
77.0,1.0,2.0,3.0,49.166666666666664,50.0,45.0,52.5,48.333333333333336
78.0,1.0,2.0,1.0,50.0,42.5,44.166666666666664,52.5,44.166666666666664
78.0,1.0,2.0,2.0,42.0,38.0,40.0,49.0,45.0
78.0,1.0,2.0,3.0,50.833333333333336,48.333333333333336,47.5,44.166666666666664,39.166666666666664
79.0,1.0,2.0,1.0,49.166666666666664,43.333333333333336,44.166666666666664,46.666666666666664,40.833333333333336
79.0,1.0,2.0,2.0,50.0,46.666666666666664,42.5,46.666666666666664,41.666666666666664
79.0,1.0,2.0,3.0,48.333333333333336,40.0,45.0,56.666666666666664,39.166666666666664
80.0,1.0,2.0,1.0,59.166666666666664,51.666666666666664,50.0,50.833333333333336,50.0
80.0,1.0,2.0,2.0,62.5,60.833333333333336,45.833333333333336,42.5,46.666666666666664
80.0,1.0,2.0,3.0,46.666666666666664,48.333333333333336,43.333333333333336,50.0,40.833333333333336
