Dyad,Cov,SectionStartTime,SoundID,Start,End,Duration,SoundType,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min
30,1,3000,6,3719,3733,15,1,0.0,11.0,0.0,4.0,0.0,11.0,0.0,4.0,11.0,11.0,0.0,11.0,0.0,4.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,4.0,11.0,11.0,0.0,11.0,0.0,4.0,11.0,11.0
30,1,3000,7,3734,4321,588,3,141.0,224.0,0.0,223.0,70.5,112.0,0.0,44.600000000000001,91.25,112.0,70.5,112.0,0.0,49.0,70.5,112.0,19.5,94.0,0.0,25.491959516678978,70.983712920641167,94.0,2.0,2.0,0.0,5.0,4.0,2.0,90.0,206.0,0.0,85.0,206.0,206.0,51.0,18.0,0.0,13.0,18.0,18.0
30,1,3000,8,4322,4411,90,1,32.0,0.0,0.0,58.0,32.0,0.0,0.0,58.0,32.0,0.0,32.0,0.0,0.0,58.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,58.0,32.0,0.0,32.0,0.0,0.0,58.0,32.0,0.0
30,1,3000,9,4412,4446,35,3,7.0,0.0,0.0,28.0,7.0,0.0,0.0,28.0,7.0,0.0,7.0,0.0,0.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,28.0,7.0,0.0,7.0,0.0,0.0,28.0,7.0,0.0
30,1,3000,10,4447,4571,125,1,113.0,0.0,0.0,12.0,113.0,0.0,0.0,12.0,113.0,0.0,113.0,0.0,0.0,12.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,113.0,0.0,0.0,12.0,113.0,0.0,113.0,0.0,0.0,12.0,113.0,0.0
30,1,3000,11,4572,4607,36,3,16.0,0.0,0.0,20.0,16.0,0.0,0.0,20.0,16.0,0.0,16.0,0.0,0.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0,20.0,16.0,0.0,16.0,0.0,0.0,20.0,16.0,0.0
30,1,3000,12,4608,4651,44,1,0.0,21.0,0.0,23.0,0.0,21.0,0.0,11.5,21.0,21.0,0.0,21.0,0.0,11.5,21.0,21.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,21.0,0.0,17.0,21.0,21.0,0.0,21.0,0.0,6.0,21.0,21.0
30,1,3000,13,4652,4670,19,3,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
30,1,3000,14,4671,5403,733,1,39.0,34.0,0.0,660.0,39.0,34.0,0.0,330.0,36.5,34.0,39.0,34.0,0.0,330.0,36.5,34.0,0.0,0.0,0.0,275.0,2.5,0.0,1.0,1.0,0.0,2.0,2.0,1.0,39.0,34.0,0.0,605.0,39.0,34.0,39.0,34.0,0.0,55.0,34.0,34.0
30,1,3000,15,5404,5521,118,3,38.0,0.0,0.0,80.0,38.0,0.0,0.0,80.0,38.0,0.0,38.0,0.0,0.0,80.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,38.0,0.0,0.0,80.0,38.0,0.0,38.0,0.0,0.0,80.0,38.0,0.0
30,1,3000,16,5522,5561,40,1,9.0,0.0,0.0,31.0,9.0,0.0,0.0,31.0,9.0,0.0,9.0,0.0,0.0,31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,31.0,9.0,0.0,9.0,0.0,0.0,31.0,9.0,0.0
30,1,3000,17,5562,5695,134,3,49.0,0.0,0.0,85.0,16.333333333333332,0.0,0.0,42.5,16.333333333333332,0.0,14.0,0.0,0.0,42.5,14.0,0.0,8.7305339024725299,0.0,0.0,9.5,8.7305339024725299,0.0,3.0,0.0,0.0,2.0,3.0,0.0,28.0,0.0,0.0,52.0,28.0,0.0,7.0,0.0,0.0,33.0,7.0,0.0
30,1,3000,18,5696,5714,19,1,6.0,0.0,0.0,13.0,6.0,0.0,0.0,13.0,6.0,0.0,6.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,13.0,6.0,0.0,6.0,0.0,0.0,13.0,6.0,0.0
30,1,3000,19,5715,5751,37,3,0.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0
30,1,3000,20,5752,5999,248,1,45.0,0.0,34.0,169.0,15.0,0.0,34.0,56.333333333333336,26.333333333333332,34.0,16.0,0.0,34.0,37.0,16.0,34.0,3.7416573867739413,0.0,0.0,29.48822740612863,19.014614262602212,0.0,3.0,0.0,1.0,3.0,3.0,1.0,19.0,0.0,34.0,98.0,53.0,34.0,10.0,0.0,34.0,34.0,10.0,34.0
30,1,6000,0,6000,6138,139,1,72.0,0.0,0.0,67.0,72.0,0.0,0.0,67.0,72.0,0.0,72.0,0.0,0.0,67.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,72.0,0.0,0.0,67.0,72.0,0.0,72.0,0.0,0.0,67.0,72.0,0.0
30,1,6000,1,6139,6266,128,3,63.0,29.0,0.0,36.0,63.0,29.0,0.0,36.0,92.0,29.0,63.0,29.0,0.0,36.0,92.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,63.0,29.0,0.0,36.0,92.0,29.0,63.0,29.0,0.0,36.0,92.0,29.0
30,1,6000,2,6267,6267,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,1,6000,3,6268,6339,72,3,0.0,0.0,8.0,64.0,0.0,0.0,8.0,64.0,8.0,8.0,0.0,0.0,8.0,64.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,64.0,8.0,8.0,0.0,0.0,8.0,64.0,8.0,8.0
30,1,6000,4,6340,6650,311,1,23.0,38.0,20.0,230.0,23.0,19.0,10.0,57.5,20.25,14.5,23.0,19.0,10.0,25.0,19.0,14.5,0.0,1.0,1.0,61.002049145909844,8.954747344286158,4.6097722286464435,1.0,2.0,2.0,4.0,4.0,4.0,23.0,20.0,11.0,163.0,34.0,20.0,23.0,18.0,9.0,17.0,9.0,9.0
30,1,6000,5,6651,6733,83,3,39.0,0.0,12.0,32.0,39.0,0.0,12.0,32.0,51.0,12.0,39.0,0.0,12.0,32.0,51.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,39.0,0.0,12.0,32.0,51.0,12.0,39.0,0.0,12.0,32.0,51.0,12.0
30,1,6000,6,6734,6749,16,1,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0
30,1,6000,7,6750,6782,33,3,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0
30,1,6000,8,6783,6862,80,1,2.0,0.0,50.0,28.0,2.0,0.0,50.0,14.0,26.0,50.0,2.0,0.0,50.0,14.0,26.0,50.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,50.0,14.0,50.0,50.0,2.0,0.0,50.0,14.0,2.0,50.0
30,1,6000,9,6863,6909,47,3,0.0,0.0,0.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
30,1,6000,10,6910,7100,191,1,0.0,0.0,115.0,76.0,0.0,0.0,57.5,38.0,57.5,57.5,0.0,0.0,57.5,38.0,57.5,57.5,0.0,0.0,11.5,14.0,11.5,11.5,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,69.0,52.0,69.0,69.0,0.0,0.0,46.0,24.0,46.0,46.0
30,1,6000,11,7101,7197,97,3,0.0,55.0,9.0,33.0,0.0,55.0,9.0,16.5,32.0,32.0,0.0,55.0,9.0,16.5,32.0,32.0,0.0,0.0,0.0,6.5,23.0,23.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,55.0,9.0,23.0,55.0,55.0,0.0,55.0,9.0,10.0,9.0,9.0
30,1,6000,12,7198,7202,5,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
30,1,6000,13,7203,7838,636,3,537.0,44.0,0.0,55.0,179.0,44.0,0.0,18.333333333333332,290.5,44.0,222.0,44.0,0.0,13.0,290.5,44.0,64.379085630868246,0.0,0.0,14.383632673594278,68.5,0.0,3.0,1.0,0.0,3.0,2.0,1.0,227.0,44.0,0.0,38.0,359.0,44.0,88.0,44.0,0.0,4.0,222.0,44.0
30,1,6000,14,7839,7858,20,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
30,1,6000,15,7859,7896,38,3,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
30,1,6000,16,7897,7913,17,1,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
30,1,6000,17,7914,8212,299,3,42.0,53.0,0.0,204.0,42.0,53.0,0.0,68.0,47.5,53.0,42.0,53.0,0.0,64.0,47.5,53.0,0.0,0.0,0.0,23.846732830026561,5.5,0.0,1.0,1.0,0.0,3.0,2.0,1.0,42.0,53.0,0.0,99.0,53.0,53.0,42.0,53.0,0.0,41.0,42.0,53.0
30,1,6000,18,8213,8480,268,1,0.0,0.0,72.0,196.0,0.0,0.0,36.0,65.333333333333329,36.0,36.0,0.0,0.0,36.0,68.0,36.0,36.0,0.0,0.0,7.0,22.125902367034783,7.0,7.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,43.0,91.0,43.0,43.0,0.0,0.0,29.0,37.0,29.0,29.0
30,1,6000,19,8481,8557,77,3,0.0,0.0,0.0,77.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0
30,1,6000,20,8558,8574,17,1,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
30,1,6000,21,8575,8911,337,3,229.0,0.0,0.0,108.0,114.5,0.0,0.0,36.0,114.5,0.0,114.5,0.0,0.0,29.0,114.5,0.0,69.5,0.0,0.0,10.614455552060438,69.5,0.0,2.0,0.0,0.0,3.0,2.0,0.0,184.0,0.0,0.0,51.0,184.0,0.0,45.0,0.0,0.0,28.0,45.0,0.0
30,1,6000,22,8912,8999,88,1,0.0,17.0,0.0,71.0,0.0,17.0,0.0,35.5,17.0,17.0,0.0,17.0,0.0,35.5,17.0,17.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,17.0,0.0,41.0,17.0,17.0,0.0,17.0,0.0,30.0,17.0,17.0
30,2,0,0,0,756,757,1,47.0,136.0,419.0,155.0,47.0,68.0,104.75,38.75,120.40000000000001,138.75,47.0,68.0,105.5,39.5,110.0,146.0,0.0,13.0,81.392183285620249,11.255554184490428,57.238448616292878,49.108935032232168,1.0,2.0,4.0,4.0,5.0,4.0,47.0,81.0,190.0,52.0,190.0,190.0,47.0,55.0,18.0,24.0,47.0,73.0
30,2,0,1,757,814,58,3,0.0,0.0,6.0,52.0,0.0,0.0,6.0,52.0,6.0,6.0,0.0,0.0,6.0,52.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,52.0,6.0,6.0,0.0,0.0,6.0,52.0,6.0,6.0
30,2,0,2,815,850,36,1,0.0,0.0,29.0,7.0,0.0,0.0,29.0,7.0,29.0,29.0,0.0,0.0,29.0,7.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,29.0,7.0,29.0,29.0,0.0,0.0,29.0,7.0,29.0,29.0
30,2,0,3,851,949,99,3,0.0,0.0,60.0,39.0,0.0,0.0,60.0,39.0,60.0,60.0,0.0,0.0,60.0,39.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,60.0,39.0,60.0,60.0,0.0,0.0,60.0,39.0,60.0,60.0
30,2,0,4,950,1033,84,1,0.0,1.0,0.0,83.0,0.0,1.0,0.0,83.0,1.0,1.0,0.0,1.0,0.0,83.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,83.0,1.0,1.0,0.0,1.0,0.0,83.0,1.0,1.0
30,2,0,5,1034,1064,31,3,0.0,18.0,0.0,13.0,0.0,18.0,0.0,13.0,18.0,18.0,0.0,18.0,0.0,13.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,18.0,0.0,13.0,18.0,18.0,0.0,18.0,0.0,13.0,18.0,18.0
30,2,0,6,1065,1173,109,1,0.0,0.0,80.0,29.0,0.0,0.0,80.0,29.0,80.0,80.0,0.0,0.0,80.0,29.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,80.0,29.0,80.0,80.0,0.0,0.0,80.0,29.0,80.0,80.0
30,2,0,7,1174,1563,390,3,0.0,0.0,336.0,54.0,0.0,0.0,168.0,54.0,168.0,168.0,0.0,0.0,168.0,54.0,168.0,168.0,0.0,0.0,47.0,0.0,47.0,47.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,215.0,54.0,215.0,215.0,0.0,0.0,121.0,54.0,121.0,121.0
30,2,0,8,1564,2999,1436,1,470.0,104.0,442.0,420.0,235.0,26.0,88.400000000000006,60.0,127.0,68.25,235.0,26.5,69.0,49.0,89.0,40.5,43.0,17.621010186706094,81.571073304205086,33.38947652864811,110.56106909758064,69.965616555562491,2.0,4.0,5.0,7.0,8.0,8.0,278.0,50.0,235.0,120.0,328.0,235.0,192.0,1.0,4.0,25.0,4.0,4.0
30,2,3000,0,3000,3892,893,1,120.0,671.0,23.0,79.0,40.0,223.66666666666666,23.0,39.5,407.0,173.5,24.0,197.0,23.0,39.5,407.0,146.0,23.338094752285727,117.46583427627893,0.0,37.5,361.0,133.78621005170899,3.0,3.0,1.0,2.0,2.0,4.0,73.0,379.0,23.0,77.0,768.0,379.0,23.0,95.0,23.0,2.0,46.0,23.0
30,2,3000,1,3893,4040,148,3,24.0,0.0,0.0,124.0,24.0,0.0,0.0,62.0,24.0,0.0,24.0,0.0,0.0,62.0,24.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,24.0,0.0,0.0,77.0,24.0,0.0,24.0,0.0,0.0,47.0,24.0,0.0
30,2,3000,2,4041,4053,13,1,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
30,2,3000,3,4054,5217,1164,3,699.0,63.0,234.0,168.0,174.75,63.0,78.0,42.0,249.0,74.25,186.0,63.0,29.0,32.5,186.5,46.0,110.26417142481051,0.0,77.935871073594853,28.044607324760317,202.20657753891192,67.806249711955019,4.0,1.0,3.0,4.0,4.0,4.0,297.0,63.0,188.0,87.0,560.0,188.0,30.0,63.0,17.0,16.0,63.0,17.0
30,2,3000,4,5218,5304,87,1,23.0,0.0,26.0,38.0,23.0,0.0,26.0,19.0,24.5,26.0,23.0,0.0,26.0,19.0,24.5,26.0,0.0,0.0,0.0,1.0,1.5,0.0,1.0,0.0,1.0,2.0,2.0,1.0,23.0,0.0,26.0,20.0,26.0,26.0,23.0,0.0,26.0,18.0,23.0,26.0
30,2,3000,5,5305,5380,76,3,29.0,0.0,0.0,47.0,29.0,0.0,0.0,47.0,29.0,0.0,29.0,0.0,0.0,47.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,0.0,47.0,29.0,0.0,29.0,0.0,0.0,47.0,29.0,0.0
30,2,3000,6,5381,5449,69,1,69.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,69.0,0.0,69.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,69.0,0.0,0.0,0.0,69.0,0.0,69.0,0.0,0.0,0.0,69.0,0.0
30,2,3000,7,5450,5484,35,3,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,35.0,0.0
30,2,3000,8,5485,5508,24,1,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0
30,2,3000,9,5509,5575,67,3,4.0,0.0,13.0,50.0,4.0,0.0,13.0,50.0,17.0,13.0,4.0,0.0,13.0,50.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,13.0,50.0,17.0,13.0,4.0,0.0,13.0,50.0,17.0,13.0
30,2,3000,10,5576,5766,191,1,71.0,0.0,0.0,120.0,35.5,0.0,0.0,60.0,35.5,0.0,35.5,0.0,0.0,60.0,35.5,0.0,8.5,0.0,0.0,36.0,8.5,0.0,2.0,0.0,0.0,2.0,2.0,0.0,44.0,0.0,0.0,96.0,44.0,0.0,27.0,0.0,0.0,24.0,27.0,0.0
30,2,3000,11,5767,5798,32,3,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0
30,2,3000,12,5799,5999,201,1,116.0,0.0,0.0,85.0,58.0,0.0,0.0,42.5,58.0,0.0,58.0,0.0,0.0,42.5,58.0,0.0,46.0,0.0,0.0,21.5,46.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,104.0,0.0,0.0,64.0,104.0,0.0,12.0,0.0,0.0,21.0,12.0,0.0
30,2,6000,0,6000,6865,866,1,118.0,132.0,489.0,127.0,39.333333333333336,132.0,489.0,42.333333333333336,246.33333333333334,310.5,27.0,132.0,489.0,33.0,27.0,310.5,21.076579946049648,0.0,0.0,19.136933459209764,313.7263492635297,178.5,3.0,1.0,1.0,3.0,3.0,2.0,69.0,132.0,489.0,69.0,690.0,489.0,22.0,132.0,489.0,25.0,22.0,132.0
30,2,6000,1,6866,6926,61,3,0.0,43.0,0.0,18.0,0.0,43.0,0.0,18.0,43.0,43.0,0.0,43.0,0.0,18.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,43.0,0.0,18.0,43.0,43.0,0.0,43.0,0.0,18.0,43.0,43.0
30,2,6000,2,6927,6965,39,1,16.0,0.0,0.0,23.0,16.0,0.0,0.0,23.0,16.0,0.0,16.0,0.0,0.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0,23.0,16.0,0.0,16.0,0.0,0.0,23.0,16.0,0.0
30,2,6000,3,6966,7200,235,3,213.0,0.0,0.0,22.0,213.0,0.0,0.0,22.0,213.0,0.0,213.0,0.0,0.0,22.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,213.0,0.0,0.0,22.0,213.0,0.0,213.0,0.0,0.0,22.0,213.0,0.0
30,2,6000,4,7201,7210,10,1,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
30,2,6000,5,7211,7252,42,3,0.0,0.0,0.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0
30,2,6000,6,7253,7289,37,1,0.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0
30,2,6000,7,7290,7524,235,3,201.0,0.0,0.0,34.0,201.0,0.0,0.0,34.0,201.0,0.0,201.0,0.0,0.0,34.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,201.0,0.0,0.0,34.0,201.0,0.0,201.0,0.0,0.0,34.0,201.0,0.0
30,2,6000,8,7525,7721,197,1,175.0,0.0,0.0,22.0,175.0,0.0,0.0,22.0,175.0,0.0,175.0,0.0,0.0,22.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,175.0,0.0,0.0,22.0,175.0,0.0,175.0,0.0,0.0,22.0,175.0,0.0
30,2,6000,9,7722,7968,247,3,160.0,0.0,0.0,87.0,80.0,0.0,0.0,87.0,80.0,0.0,80.0,0.0,0.0,87.0,80.0,0.0,78.0,0.0,0.0,0.0,78.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,158.0,0.0,0.0,87.0,158.0,0.0,2.0,0.0,0.0,87.0,2.0,0.0
30,2,6000,10,7969,8019,51,1,51.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,51.0,0.0
30,2,6000,11,8020,8070,51,3,3.0,0.0,0.0,48.0,3.0,0.0,0.0,48.0,3.0,0.0,3.0,0.0,0.0,48.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,48.0,3.0,0.0,3.0,0.0,0.0,48.0,3.0,0.0
30,2,6000,12,8071,8999,929,1,430.0,23.0,360.0,116.0,215.0,23.0,180.0,58.0,406.5,127.66666666666667,215.0,23.0,180.0,58.0,406.5,144.0,138.0,0.0,36.0,48.0,383.5,79.633884468582565,2.0,1.0,2.0,2.0,2.0,3.0,353.0,23.0,216.0,106.0,790.0,216.0,77.0,23.0,144.0,10.0,23.0,23.0
31,1,0,0,0,326,327,1,149.0,69.0,38.0,71.0,49.666666666666664,34.5,12.666666666666666,17.75,51.200000000000003,35.666666666666664,43.0,34.5,7.0,18.0,63.0,41.0,10.873004286866726,6.5,10.964589468932351,2.4874685927665499,27.68681996907554,24.783507060588139,3.0,2.0,3.0,4.0,5.0,3.0,65.0,41.0,28.0,21.0,84.0,63.0,41.0,28.0,3.0,14.0,3.0,3.0
